,top1_return
2016-01-01,-0.048415577270614074
2016-02-01,-0.008775609162542941
2016-03-01,0.018372809657171363
2016-04-01,0.24741759743603242
2016-05-01,-0.0024389329150041883
2016-06-01,0.24262467330528859
2016-07-01,0.044766411688262675
2016-08-01,-0.037559396415737134
2016-09-01,-0.19978598137338166
2016-10-01,-0.041941021017068425
2016-11-01,-0.017070703048260416
2016-12-01,0.009978011493950278
2017-01-01,0.12624333400587773
2017-02-01,-0.10621957937481752
2017-03-01,-0.025224080183744113
2017-04-01,0.06095919508582903
2017-05-01,-0.019783589484616115
2017-06-01,-0.15114550014950068
2017-07-01,-0.1745702066252749
2017-08-01,0.015285129739066594
2017-09-01,-0.08110078528246711
2017-10-01,0.031125545886893313
2017-11-01,-0.16948816167077463
2017-12-01,0.059954811963955024
2018-01-01,-0.1181178718141086
2018-02-01,-0.0584946469417571
2018-03-01,-0.001110678484531058
2018-04-01,0.11247660290057904
2018-05-01,-0.03266146427764394
2018-06-01,-0.04395114211255946
2018-07-01,-0.142702460876462
2018-08-01,-0.04192301585237801
2018-09-01,-0.029690400028531405
2018-10-01,0.2502281310860117
2018-11-01,0.40717888585885276
2018-12-01,-0.046562694277273775
2019-01-01,0.09669511578089507
2019-02-01,-0.07897421096308932
2019-03-01,0.0571257634161233
2019-04-01,0.03668590501795399
2019-05-01,-0.20096145136116073
2019-06-01,-0.12843186791359773
2019-07-01,0.02392098142734156
2019-08-01,0.09247755664798096
2019-09-01,0.06531449748980345
2019-10-01,-0.10713829074703374
2019-11-01,-0.0810476444204783
2019-12-01,0.07262711839411473
2020-01-01,-0.03816499779558924
2020-02-01,-0.07008916671404475
2020-03-01,-0.37454540466028763
2020-04-01,-0.14847714169871584
2020-05-01,-0.017980069581850056
2020-06-01,-0.06223204274574545
2020-07-01,0.254917014843167
2020-08-01,0.02160805483817274
2020-09-01,0.07073165989464436
2020-10-01,0.18141949432872284
2020-11-01,-0.12677963195959163
2020-12-01,0.052842740977003144
2021-01-01,0.1360263704088831
2021-02-01,0.010784188936606265
2021-03-01,-0.13010038037139515
2021-04-01,0.23128121990421024
2021-05-01,-0.19818678489773445
2021-06-01,0.030595096512035846
2021-07-01,0.025428746957398607
2021-08-01,0.018949141213808307
2021-09-01,-0.05966086836809559
2021-10-01,-0.058031498400969994
2021-11-01,-0.09347688598522175
2021-12-01,0.009345417062914141
2022-01-01,-0.026470743583219658
2022-02-01,0.1359833011843632
2022-03-01,0.17288978563598412
2022-04-01,0.04243360787404171
2022-05-01,-0.08301516017208321
2022-06-01,-0.2306244449557342
2022-07-01,-0.13767023482563756
2022-08-01,-0.03159261877695507
2022-09-01,-0.012278173273430282
2022-10-01,-0.06611993223477985
2022-11-01,0.02983795310219417
2022-12-01,-0.16945153927432233
2023-01-01,0.10966737104287705
2023-02-01,-0.01922325693743898
2023-03-01,-0.30533538327658516
2023-04-01,0.07044697076782791
2023-05-01,0.009767327459492048
2023-06-01,-0.05750023490929401
2023-07-01,0.013523738596121104
2023-08-01,-0.06426350581974427
2023-09-01,0.029728988841870585
2023-10-01,0.019655607274357223
2023-11-01,0.11628906549724927
2023-12-01,-0.03384145669342309
2024-01-01,-0.11614740038587446
2024-02-01,-0.04635102790380308
2024-03-01,-0.01662994412328822
2024-04-01,-0.21648136295859444
2024-05-01,0.10632531166658055
2024-06-01,0.060267375964772496
2024-07-01,0.009910869036073633
2024-08-01,-0.06548792107695578
2024-09-01,-0.09984676008957727
2024-10-01,-0.048180939596386585
2024-11-01,0.017975010968683147
2024-12-01,0.08963387638822651
