1,2016-01-01,CC,CP
1,2016-02-01,ZC,LE
1,2016-03-01,CP,CT
1,2016-04-01,SU,CF
1,2016-05-01,CO,CT
1,2016-06-01,HO,LE
1,2016-07-01,CO,SU
1,2016-08-01,CO,GD
1,2016-09-01,ZC,NG
1,2016-10-01,HE,CF
1,2016-11-01,SU,ZC
1,2016-12-01,HE,SV
1,2017-01-01,CC,CO
1,2017-02-01,ZC,CP
1,2017-03-01,GD,CF
1,2017-04-01,ZW,LE
1,2017-05-01,CC,CF
1,2017-06-01,HE,GD
1,2017-07-01,ZW,CO
1,2017-08-01,SU,CF
1,2017-09-01,ZW,CO
1,2017-10-01,HO,SU
1,2017-11-01,CF,ZW
1,2017-12-01,GD,LE
1,2018-01-01,CC,CP
1,2018-02-01,CC,CF
1,2018-03-01,HO,CP
1,2018-04-01,ZW,GD
1,2018-05-01,CO,NG
1,2018-06-01,CC,LE
1,2018-07-01,CO,ZW
1,2018-08-01,ZS,SU
1,2018-09-01,CF,CT
1,2018-10-01,GD,CF
1,2018-11-01,GD,HE
1,2018-12-01,CT,CF
1,2019-01-01,ZC,SU
1,2019-02-01,LE,CP
1,2019-03-01,ZS,CF
1,2019-04-01,GD,HE
1,2019-05-01,SV,HE
1,2019-06-01,CP,CF
1,2019-07-01,HO,CF
1,2019-08-01,CP,CT
1,2019-09-01,CF,CC
1,2019-10-01,CP,HE
1,2019-11-01,CT,ZW
1,2019-12-01,CO,HE
1,2020-01-01,HE,CP
1,2020-02-01,HE,CF
1,2020-03-01,CT,HO
1,2020-04-01,SU,HE
1,2020-05-01,ZC,ZW
1,2020-06-01,LE,CC
1,2020-07-01,CT,SV
1,2020-08-01,CF,SV
1,2020-09-01,LE,ZS
1,2020-10-01,GD,SV
1,2020-11-01,CC,NG
1,2020-12-01,ZS,CC
1,2021-01-01,GD,SV
1,2021-02-01,LE,ZW
1,2021-03-01,SU,ZW
1,2021-04-01,ZS,SV
1,2021-05-01,ZS,CT
1,2021-06-01,CT,GD
1,2021-07-01,ZW,ZS
1,2021-08-01,SU,SU
1,2021-09-01,SU,SU
1,2021-10-01,HO,HO
1,2021-11-01,ZC,CP
1,2021-12-01,CT,GD
1,2022-01-01,HE,SV
1,2022-02-01,LE,NG
1,2022-03-01,ZS,ZS
1,2022-04-01,HO,LE
1,2022-05-01,SU,SU
1,2022-06-01,HO,HO
1,2022-07-01,NG,NG
1,2022-08-01,CO,CO
1,2022-09-01,CP,CP
1,2022-10-01,HO,HO
1,2022-11-01,HE,HE
1,2022-12-01,SV,SV
1,2023-01-01,CT,CT
1,2023-02-01,CF,CF
1,2023-03-01,HO,HO
1,2023-04-01,NG,NG
1,2023-05-01,CO,CO
1,2023-06-01,ZC,ZC
1,2023-07-01,CO,CO
1,2023-08-01,SU,SU
1,2023-09-01,HO,HO
1,2023-10-01,SU,SU
1,2023-11-01,SU,SU
1,2023-12-01,GD,GD
1,2024-01-01,CF,CF
1,2024-02-01,HO,HO
1,2024-03-01,NG,NG
1,2024-04-01,SV,SV
1,2024-05-01,HO,HO
1,2024-06-01,CF,CF
1,2024-07-01,CF,CF
1,2024-08-01,ZC,ZC
1,2024-09-01,GD,GD
1,2024-10-01,ZW,ZW
1,2024-11-01,HO,HO
1,2024-12-01,CF,CF
