date,portfolio_1
2015-12-31 23:59:59.999999,1000.0
2016-01-31 00:00:00.000000,966.4084837122101
2016-02-29 00:00:00.000000,981.91386913061
2016-03-31 00:00:00.000000,1009.8727751537202
2016-04-30 00:00:00.000000,943.6607041304864
2016-05-31 00:00:00.000000,943.2192643558694
2016-06-30 00:00:00.000000,915.5456707592251
2016-07-31 00:00:00.000000,853.6576136110565
2016-08-31 00:00:00.000000,823.3219086713951
2016-09-30 00:00:00.000000,796.8587756035315
2016-10-31 00:00:00.000000,863.5165922917366
2016-11-30 00:00:00.000000,828.6630602695268
2016-12-31 00:00:00.000000,798.3310139820502
2017-01-31 00:00:00.000000,763.932083492663
2017-02-28 00:00:00.000000,755.2048184818657
2017-03-31 00:00:00.000000,733.056452228345
2017-04-30 00:00:00.000000,817.9484389754358
2017-05-31 00:00:00.000000,787.5904963061115
2017-06-30 00:00:00.000000,767.5193570125666
2017-07-31 00:00:00.000000,825.8477752304271
2017-08-31 00:00:00.000000,746.4542991365367
2017-09-30 00:00:00.000000,803.6948068162501
2017-10-31 00:00:00.000000,838.0741346695281
2017-11-30 00:00:00.000000,829.2757962454203
2017-12-31 00:00:00.000000,804.0501947304818
2018-01-31 00:00:00.000000,777.4667196323682
2018-02-28 00:00:00.000000,761.7859295141792
2018-03-31 00:00:00.000000,734.8637914082744
2018-04-30 00:00:00.000000,726.6917658688894
2018-05-31 00:00:00.000000,764.2253955760176
2018-06-30 00:00:00.000000,782.2889466778206
2018-07-31 00:00:00.000000,862.0638862090493
2018-08-31 00:00:00.000000,863.1659565181233
2018-09-30 00:00:00.000000,795.2011626441029
2018-10-31 00:00:00.000000,875.1358110858092
2018-11-30 00:00:00.000000,910.6970730308772
2018-12-31 00:00:00.000000,852.7429552624363
2019-01-31 00:00:00.000000,894.8991137140155
2019-02-28 00:00:00.000000,942.5383885246581
2019-03-31 00:00:00.000000,903.83726369574
2019-04-30 00:00:00.000000,911.13046945112
2019-05-31 00:00:00.000000,847.686983702779
2019-06-30 00:00:00.000000,864.1213073328992
2019-07-31 00:00:00.000000,768.6301034007525
2019-08-31 00:00:00.000000,707.5366699703312
2019-09-30 00:00:00.000000,779.8574826684977
2019-10-31 00:00:00.000000,711.5996863684068
2019-11-30 00:00:00.000000,747.415660378735
2019-12-31 00:00:00.000000,781.661697375336
2020-01-31 00:00:00.000000,700.026354935968
2020-02-29 00:00:00.000000,745.4752136679265
2020-03-31 00:00:00.000000,509.42399816827924
2020-04-30 00:00:00.000000,509.0139053575193
2020-05-31 00:00:00.000000,506.04080141031744
2020-06-30 00:00:00.000000,459.76653287635276
2020-07-31 00:00:00.000000,597.7326207875901
2020-08-31 00:00:00.000000,684.0055222629228
2020-09-30 00:00:00.000000,733.9248059968589
2020-10-31 00:00:00.000000,741.2117318644924
2020-11-30 00:00:00.000000,610.5535188267575
2020-12-31 00:00:00.000000,576.6815687458293
2021-01-31 00:00:00.000000,578.3341696627639
2021-02-28 00:00:00.000000,575.5806916222747
2021-03-31 00:00:00.000000,535.5767475532217
2021-04-30 00:00:00.000000,564.2920900784198
2021-05-31 00:00:00.000000,522.8938605333342
2021-06-30 00:00:00.000000,484.60397860947796
2021-07-31 00:00:00.000000,464.2143048336058
2021-08-31 00:00:00.000000,514.3889573560466
2021-09-30 00:00:00.000000,506.3811117972068
2021-10-31 00:00:00.000000,535.7190298477631
2021-11-30 00:00:00.000000,526.5673429559239
2021-12-31 00:00:00.000000,540.3813664458644
2022-01-31 00:00:00.000000,516.1645515918403
2022-02-28 00:00:00.000000,482.6396859491084
2022-03-31 00:00:00.000000,474.6141289111647
2022-04-30 00:00:00.000000,457.56043926823924
2022-05-31 00:00:00.000000,464.31467438381384
2022-06-30 00:00:00.000000,452.60242023231564
2022-07-31 00:00:00.000000,663.5388735133944
2022-08-31 00:00:00.000000,614.5930771237729
2022-09-30 00:00:00.000000,595.0947599191192
2022-10-31 00:00:00.000000,687.3964836344202
2022-11-30 00:00:00.000000,663.7098571420728
2022-12-31 00:00:00.000000,710.2050871611419
2023-01-31 00:00:00.000000,732.6472101294958
2023-02-28 00:00:00.000000,752.8390644678311
2023-03-31 00:00:00.000000,717.2119345506532
2023-04-30 00:00:00.000000,735.249279471815
2023-05-31 00:00:00.000000,653.0399585541755
2023-06-30 00:00:00.000000,616.6908812099427
2023-07-31 00:00:00.000000,712.6356153202929
2023-08-31 00:00:00.000000,738.8636208472302
2023-09-30 00:00:00.000000,801.9637140411259
2023-10-31 00:00:00.000000,816.5367001070333
2023-11-30 00:00:00.000000,780.9079208987548
2023-12-31 00:00:00.000000,784.7509447808146
2024-01-31 00:00:00.000000,805.1959635972983
2024-02-29 00:00:00.000000,779.1604048823546
2024-03-31 00:00:00.000000,687.5191391485558
2024-04-30 00:00:00.000000,720.5093534500766
2024-05-31 00:00:00.000000,678.8731843011107
2024-06-30 00:00:00.000000,698.2655926528447
2024-07-31 00:00:00.000000,702.3421366099511
2024-08-31 00:00:00.000000,702.7769825857133
2024-09-30 00:00:00.000000,735.1311887696075
2024-10-31 00:00:00.000000,716.3422300258194
2024-11-30 00:00:00.000000,690.7329953023964
2024-12-31 00:00:00.000000,703.7525013889838
