,sharpe,sortino,treynor_adj,information,calmar,cum_ret,one_minus_mdd,mer_ann
sharpe,1.0,0.9819367433740186,0.9929715076574825,,0.9530230457940283,0.9839907307071323,0.5509732785129344,
sortino,0.9819367433740186,1.0,0.9801981402990243,,0.9358777875588374,0.9731852760646006,0.5216880398382062,
treynor_adj,0.9929715076574825,0.9801981402990243,1.0,,0.9447220482996883,0.9885401345615633,0.5170976714415481,
information,,,,,,,,
calmar,0.9530230457940283,0.9358777875588374,0.9447220482996883,,1.0,0.9554216931541418,0.7018816375049203,
cum_ret,0.9839907307071323,0.9731852760646006,0.9885401345615633,,0.9554216931541418,1.0,0.5190891295943174,
one_minus_mdd,0.5509732785129344,0.5216880398382062,0.5170976714415481,,0.7018816375049203,0.5190891295943174,1.0,
mer_ann,,,,,,,,
