,sharpe,sortino,treynor_adj,information,calmar,cum_ret,one_minus_mdd,mer_ann
sharpe,1.0,0.9714413714033846,0.9295211111115513,0.9845291267008023,0.9259165241684028,0.6349203032044769,0.7780852687509968,0.9729083458752493
sortino,0.9714413714033846,1.0,0.912885614369742,0.9620622213371312,0.9502037328731853,0.720586199378479,0.7591493619225609,0.9678160912710908
treynor_adj,0.9295211111115513,0.912885614369742,1.0,0.9195064969067198,0.8665898929895797,0.6058641998149451,0.7383371867976178,0.9029626023609142
information,0.9845291267008023,0.9620622213371312,0.9195064969067198,1.0,0.9113298063004576,0.6336134328686922,0.7552949985304909,0.9918143112966318
calmar,0.9259165241684028,0.9502037328731853,0.8665898929895797,0.9113298063004576,1.0,0.8007745652409002,0.7716837622914591,0.9181877105059464
cum_ret,0.6349203032044769,0.720586199378479,0.6058641998149451,0.6336134328686922,0.8007745652409002,1.0,0.4500439000686362,0.6683795502008537
one_minus_mdd,0.7780852687509968,0.7591493619225609,0.7383371867976178,0.7552949985304909,0.7716837622914591,0.4500439000686362,1.0,0.7371768911291419
mer_ann,0.9729083458752493,0.9678160912710908,0.9029626023609142,0.9918143112966318,0.9181877105059464,0.6683795502008537,0.7371768911291419,1.0
