,sharpe,sortino,treynor_adj,information,calmar,cum_ret,one_minus_mdd,mer_ann
sharpe,1.0,0.9734689707707324,0.9048707797601344,0.9852150698741685,0.9106903599531636,0.6120356109818488,0.799612894136101,0.9726870214177118
sortino,0.9734689707707324,1.0,0.8823626161820206,0.9648806173305463,0.9434638999662237,0.7013917872671358,0.7855346182712455,0.9720467472292944
treynor_adj,0.9048707797601344,0.8823626161820206,1.0,0.897511963327458,0.8122754632946831,0.549167370062154,0.7289258862689366,0.8734120186840375
information,0.9852150698741685,0.9648806173305463,0.897511963327458,1.0,0.9000408905361474,0.6131718304280214,0.7832254504666906,0.9904384001221671
calmar,0.9106903599531636,0.9434638999662237,0.8122754632946831,0.9000408905361474,1.0,0.8067968865674991,0.7825939577207691,0.9158526868226537
cum_ret,0.6120356109818488,0.7013917872671358,0.549167370062154,0.6131718304280214,0.8067968865674991,1.0,0.4726131677994182,0.6568044862338663
one_minus_mdd,0.799612894136101,0.7855346182712455,0.7289258862689366,0.7832254504666906,0.7825939577207691,0.4726131677994182,1.0,0.770001425403084
mer_ann,0.9726870214177118,0.9720467472292944,0.8734120186840375,0.9904384001221671,0.9158526868226537,0.6568044862338663,0.770001425403084,1.0
