run,direction,strategy,sharpe,sortino,treynor_adj,treynor_raw,information,calmar,cum_ret,mdd_raw,mdd_mag,mer_m,one_minus_mdd,mer_ann
869,short,gps,0.19794408890283904,0.33395260333571886,0.07656889763554807,-0.07656889763554807,0.12411018366952006,0.00858764847636985,0.05832718294944228,-0.7357912153723094,0.7357912153723094,0.004476344426896604,0.2642087846276906,0.053716133122759246
870,long,baseline,0.13300357071588848,0.16973137716488587,0.0411629501900784,0.0411629501900784,-0.03288613216901316,-0.057833449568192696,-0.3698218732804375,-0.8647580182031078,0.8647580182031078,-0.0011095505200072783,0.13524198179689217,-0.013314606240087339
870,long,gps,0.3805011477150353,0.8197977984722293,0.14584058485023266,0.14584058485023266,0.21320733351046348,0.13697621035488136,1.0187150867104338,-0.5926435182483587,0.5926435182483587,0.006665841949690799,0.4073564817516413,0.07999010339628959
870,long,weighted,0.5373006579622479,0.825376126155441,0.07251091310947538,0.07251091310947538,,0.1657565796243759,0.7674590337699265,-0.394118919241915,0.394118919241915,0.0,0.605881080758085,0.0
870,short,baseline,0.38994544661583647,1.1305681347317538,0.20750030074536724,-0.20750030074536724,0.25161538116860677,0.23655553468585222,1.4741621674538163,-0.4476575886420531,0.4476575886420531,0.013787764408265834,0.5523424113579469,0.16545317289919
870,short,gps,0.27871850425993827,0.7902620038193013,0.12879045185463014,-0.12879045185463014,0.14814450138159935,0.05510593025873048,0.3331696310149006,-0.5891733628937486,0.5891733628937486,0.008226866784177785,0.41082663710625145,0.09872240141013341
871,long,baseline,0.3880542646743198,0.9577902146072782,0.132188341423942,0.132188341423942,0.34154107275662476,0.10601598050989143,1.0811667542741592,-0.8002977342535136,0.8002977342535136,0.013142712450916846,0.19970226574648642,0.15771254941100216
871,long,gps,0.24894145437695925,0.6620520320488824,0.09715683829348037,0.09715683829348037,0.17557272180033412,0.028345349650529896,0.20598678792079683,-0.7418840105243083,0.7418840105243083,0.006262860275015769,0.2581159894756917,0.07515432330018923
871,long,weighted,0.26229957304589235,0.4145454305878133,0.0406915339930916,0.0406915339930916,,0.06344310553608863,0.2950283740014852,-0.45934717492929,0.45934717492929,0.0,0.54065282507071,0.0
871,short,baseline,0.11601125045729063,0.2986164943339451,0.05394837244496403,-0.05394837244496403,0.04762818676492721,-0.10124414918168675,-0.5728665711963326,-0.8908003365865529,0.8908003365865529,0.0028129529517914678,0.10919966341344711,0.033755435421497615
871,short,gps,0.26662814396824175,0.6679102065321909,0.1358529012623594,-0.1358529012623594,0.1597125896988617,0.04683852560085988,0.33036348530824444,-0.688007409928956,0.688007409928956,0.007305792112872416,0.31199259007104396,0.08766950535446899
872,long,baseline,-0.31939154939786996,-0.5123040158738883,-0.1957075408885233,-0.1957075408885233,-0.43559437604450585,-0.2461741021331232,-0.9002653549296176,-0.9179067498231233,0.9179067498231233,-0.01657372461952378,0.08209325017687674,-0.19888469543428539
872,long,gps,-0.5106317831251668,-0.7156339696455869,-0.24660369317633912,-0.24660369317633912,-0.6676007282029172,-0.25455473076302776,-0.9152301303312036,-0.9421205862965887,0.9421205862965887,-0.020373873574343702,0.05787941370341132,-0.24448648289212443
872,long,weighted,0.34365892887213867,0.4946243092373664,0.04929933205383588,0.04929933205383588,,0.10310235535325607,0.41959759662168894,-0.3850358271541745,0.3850358271541745,0.0,0.6149641728458255,0.0
872,short,baseline,0.2372674904469097,0.40585055314757784,0.13757059705101612,-0.13757059705101612,0.09241394976290199,0.025448764088874906,0.19242975622645386,-0.775960238690217,0.775960238690217,0.0033558534242320416,0.22403976130978298,0.0402702410907845
872,short,gps,0.01576326068734628,0.025227203381738998,0.006632808755951375,-0.006632808755951375,-0.1079260770504616,-0.06969007222042291,-0.3685404726151975,-0.714556578778063,0.714556578778063,-0.003667070389520901,0.285443421221937,-0.04400484467425081
873,long,baseline,0.07757247377465076,0.10694618734617452,0.037038680314272876,0.037038680314272876,0.01868815473030211,-0.07774797223340972,-0.4806236458959253,-0.902989962936432,0.902989962936432,0.0006618744495900078,0.09701003706356803,0.007942493395080094
873,long,gps,0.13933618099737805,0.18393910352435947,0.0467305251029584,0.0467305251029584,0.08617111894615538,-0.04890531416872045,-0.3218073253413377,-0.8634951801310748,0.8634951801310748,0.002809192160428637,0.13650481986892515,0.03371030592514364
873,long,weighted,0.17953318179650174,0.3033139372213321,0.026750241330803705,0.026750241330803705,,0.032464303145729,0.15216054397019874,-0.4886027007672714,0.4886027007672714,0.0,0.5113972992327286,0.0
873,short,baseline,0.325734854095524,0.5625259192382466,0.1366355103178869,-0.1366355103178869,0.24187101304139635,0.06975940934635647,0.4815812341862593,-0.640011782209226,0.640011782209226,0.01187952379788215,0.35998821779077395,0.1425542855745858
873,short,gps,-0.09020867211142439,-0.15482305572099914,-0.04856974750418479,0.04856974750418479,-0.13354978852117178,-0.13781937223172336,-0.6731155551938426,-0.8477111700218762,0.8477111700218762,-0.0054147586662063535,0.15228882997812376,-0.06497710399447625
874,long,baseline,0.0001392347928496102,0.0002187270173200755,9.101294179803457e-05,9.101294179803457e-05,-0.14746978723747314,-0.1225108724495688,-0.6233977051311219,-0.8393348236189515,0.8393348236189515,-0.005596962946927775,0.1606651763810485,-0.0671635553631333
874,long,gps,0.5040265507582652,0.9681670928050434,0.1996108739753186,0.1996108739753186,0.3898828753038741,0.2517190025692163,2.367662652989391,-0.5738043524440308,0.5738043524440308,0.014297454356980988,0.42619564755596917,0.17156945228377185
874,long,weighted,0.4519101780891969,0.8205645902576136,0.06722838923367536,0.06722838923367536,,0.1560196735892443,0.658866915800687,-0.3707774345037663,0.3707774345037663,0.0,0.6292225654962337,0.0
874,short,baseline,-0.11106245040276634,-0.17627802399133818,-0.03076001893808772,0.03076001893808772,-0.22423496008733182,-0.13300097488711293,-0.6793672631802247,-0.8926544757815628,0.8926544757815628,-0.009341468673544382,0.10734552421843724,-0.11209762408253258
874,short,gps,0.19291199181043364,0.3505846480713125,0.06747841397143135,-0.06747841397143135,0.0403985845548623,-0.01138697509007088,-0.08174488290412696,-0.828209972025291,0.828209972025291,0.001825710083468961,0.171790027974709,0.02190852100162753
875,long,baseline,-0.10212111539313587,-0.16374781374132458,-0.032860431675808835,-0.032860431675808835,-0.2270493210390443,-0.16579243541499827,-0.752300880240018,-0.8663619225757173,0.8663619225757173,-0.00777686698858443,0.1336380774242827,-0.09332240386301316
875,long,gps,0.6796875923275958,1.5462389599759316,0.19656744478225785,0.19656744478225785,0.6646404358105377,0.5349249886485875,5.5345390370521805,-0.4335398551063503,0.4335398551063503,0.020703513138510026,0.5664601448936497,0.2484421576621203
875,long,weighted,0.297052165836284,0.49875875829331645,0.04607399166523164,0.04607399166523164,,0.09011306989006332,0.3587476302430892,-0.3845099890849206,0.3845099890849206,0.0,0.6154900109150794,0.0
875,short,baseline,0.05787691394153313,0.0924150788005441,0.02450126331496906,-0.02450126331496906,-0.042957491517444914,-0.09145448916667354,-0.4492361277573733,-0.7011557796629821,0.7011557796629821,-0.0017960402843079978,0.29884422033701785,-0.021552483411695973
875,short,gps,0.3564202056621794,0.6294075144252299,0.12164411378950388,-0.12164411378950388,0.20224882881915893,0.10683486133523104,0.7623355625632278,-0.608268056858601,0.608268056858601,0.008532152700993882,0.39173194314139903,0.10238583241192659
876,long,baseline,0.10451324426885586,0.15802767799925166,0.03841662418376965,0.03841662418376965,-0.004348620985700497,-0.09640004361093461,-0.5717142375467748,-0.932737383202949,0.932737383202949,-0.00018260886807320667,0.06726261679705103,-0.00219130641687848
876,long,gps,0.33237272827002323,0.5920132399221467,0.13035833528149726,0.13035833528149726,0.21102407093021208,0.08091421333838457,0.6129004672938538,-0.6741807489872869,0.6741807489872869,0.007144832461978812,0.32581925101271314,0.08573798954374574
876,long,weighted,0.42090648772247113,0.6411215788860865,0.05861947773847991,0.05861947773847991,,0.12090002321981363,0.5529350407209317,-0.41456389603198673,0.41456389603198673,0.0,0.5854361039680133,0.0
876,short,baseline,-0.3381633283432665,-0.4625553046066132,-0.09969091056104157,0.09969091056104157,-0.3997511028407969,-0.23859958737717382,-0.8904227710699364,-0.9129438023645433,0.9129438023645433,-0.016918602446409657,0.08705619763545669,-0.20302322935691589
876,short,gps,-0.6900572746801299,-1.0795220320052772,-0.2972160581331138,0.2972160581331138,-0.7205960908573296,-0.2672414774563095,-0.9325131279349725,-0.9685540326390734,0.9685540326390734,-0.024552129612463575,0.03144596736092664,-0.2946255553495629
877,long,baseline,0.14349654928255598,0.23004438560911453,0.06896269971847466,0.06896269971847466,0.06316429493734947,-0.03795696347833078,-0.23691445473288975,-0.779725012887327,0.779725012887327,0.002154391879297269,0.22027498711267302,0.025852702551567228
877,long,gps,0.4509150172665038,0.9432018660538973,0.16017237862652395,0.16017237862652395,0.4001032611456762,0.18122489751391205,1.6380513884010521,-0.6279778586047646,0.6279778586047646,0.01241857132875108,0.3720221413952354,0.14902285594501297
877,long,weighted,0.23932094881420818,0.40729936389481747,0.03592824422823162,0.03592824422823162,,0.05546238952114477,0.249791938077768,-0.4522828641352463,0.4522828641352463,0.0,0.5477171358647537,0.0
877,short,baseline,0.20388666090345614,0.32597297049512153,0.0641845536667068,-0.0641845536667068,0.10854435261220524,-0.022591838285985145,-0.15232543209395744,-0.8053571313485182,0.8053571313485182,0.005096536907673644,0.19464286865148184,0.061158442892083734
877,short,gps,0.11638181570012796,0.2173992063645989,0.06548367709023362,-0.06548367709023362,0.010487707341701236,-0.04365554205833655,-0.14671892445513102,-0.400294967753131,0.400294967753131,0.00036019682546954343,0.599705032246869,0.004322361905634521
878,long,baseline,-0.12340316572618705,-0.1601458604167757,-0.0381217379817131,-0.0381217379817131,-0.3158704381557837,-0.17396065179233305,-0.7921805289581495,-0.9207701934668102,0.9207701934668102,-0.010840742121176057,0.07922980653318978,-0.1300889054541127
878,long,gps,0.19836201458295852,0.32600259577378865,0.06647312189533527,0.06647312189533527,0.04899798600348791,-0.0236978132713117,-0.1619586212505747,-0.8203510331744605,0.8203510331744605,0.0018142223382088972,0.17964896682553955,0.021770668058506765
878,long,weighted,0.5370327278477158,0.8821380041990892,0.0740117923475314,0.0740117923475314,,0.20614484031404004,0.7853215367916833,-0.3226796601738686,0.3226796601738686,0.0,0.6773203398261314,0.0
878,short,baseline,-0.21799032249609793,-0.3569202173140644,-0.08146284790491319,0.08146284790491319,-0.33354109302615276,-0.2009417778754287,-0.8339580799244993,-0.9000674006046546,0.9000674006046546,-0.014287633149977821,0.09993259939534538,-0.17145159779973385
878,short,gps,-0.03626358921974975,-0.07520528943418885,-0.015612565867345687,0.015612565867345687,-0.1935241035090533,-0.12553892346547074,-0.5393241594647274,-0.6572774286078236,0.6572774286078236,-0.007354833771814288,0.34272257139217643,-0.08825800526177145
879,long,baseline,-0.0680465283570575,-0.1293137642810155,-0.020970584332984894,-0.020970584332984894,-0.1464677055889239,-0.1386270451402494,-0.700776776818816,-0.9050534043662656,0.9050534043662656,-0.005154272017426654,0.09494659563373442,-0.06185126420911985
879,long,gps,0.17197371681228216,0.2773950320453571,0.07000619227566375,0.07000619227566375,0.10730407912681776,-0.020344411168660002,-0.13669941376952388,-0.7962791732725786,0.7962791732725786,0.00356982962121479,0.20372082672742142,0.042837955454577484
879,long,weighted,0.21801698184390814,0.29565236361875924,0.030151268956800096,0.030151268956800096,,0.055642349262441874,0.20278475605431634,-0.37251103666768703,0.37251103666768703,0.0,0.627488963332313,0.0
879,short,baseline,0.3499043580306871,1.087976614310359,0.25780052416056043,-0.25780052416056043,0.29384776558396436,0.12033173511286395,1.052958015461701,-0.6914270054954066,0.6914270054954066,0.018973201537946422,0.3085729945045934,0.22767841845535708
879,short,gps,0.4847328988669945,0.8565507731617183,0.15217313754316925,-0.15217313754316925,0.3576774724288253,0.2331467985841615,1.9284469293822717,-0.5438829074526925,0.5438829074526925,0.01569018387869622,0.4561170925473075,0.18828220654435462
880,long,baseline,-0.006542698951772725,-0.012407985271609079,-0.0018386936135081392,-0.0018386936135081392,-0.04378485566124588,-0.12271134434768823,-0.6579921251089924,-0.9158218269443479,0.9158218269443479,-0.001608819219438416,0.08417817305565212,-0.019305830633260992
880,long,gps,0.28541404768776873,0.43330385845664765,0.11212649946548667,0.11212649946548667,0.26116686335907574,0.04791515089086242,0.3172124458269927,-0.6487818186484524,0.6487818186484524,0.008589770118520081,0.3512181813515476,0.10307724142224098
880,long,weighted,0.1252734320993343,0.17739818260135318,0.0161337519545409,0.0161337519545409,,0.018730762649091303,0.07260028377210426,-0.4173732432625301,0.4173732432625301,0.0,0.5826267567374699,0.0
880,short,baseline,0.2747132945833735,0.6146688122902572,0.11854271644979952,-0.11854271644979952,0.2138771379045621,0.04783956467433773,0.28579647579308887,-0.592075904203252,0.592075904203252,0.009037463061564768,0.40792409579674804,0.10844955673877721
880,short,gps,-0.5920679329407987,-0.8098154446633002,-0.18304061915553077,0.18304061915553077,-0.542003674646087,-0.3016658663484736,-0.9533886997054173,-0.9570094975824139,0.9570094975824139,-0.021801818676049196,0.04299050241758606,-0.2616218241125904
881,long,baseline,0.11602677572153172,0.2317602661890396,0.04354887855440505,0.04354887855440505,-0.061001924649699404,-0.05223435994032019,-0.27658257197596414,-0.6764691475680957,0.6764691475680957,-0.001965115967962284,0.32353085243190427,-0.02358139161554741
881,long,gps,0.4260275999476162,0.6900049428842863,0.1713878143820092,0.1713878143820092,0.2757403247612476,0.19102787972310892,1.2905814806249722,-0.5049680522159039,0.5049680522159039,0.008983394865087604,0.4950319477840961,0.10780073838105125
881,long,weighted,0.46730904411411517,0.6929165365073164,0.07281441999719009,0.07281441999719009,,0.14983195369300667,0.724612213443574,-0.4166459845511842,0.4166459845511842,0.0,0.5833540154488158,0.0
881,short,baseline,0.2010537044168344,0.4032602120808153,0.12393373263348517,-0.12393373263348517,0.045134084507071924,-0.015878574327924975,-0.1047704379838581,-0.7697121329351233,0.7697121329351233,0.0020505873617707756,0.2302878670648767,0.024607048341249306
881,short,gps,0.07951925120381206,0.1490998037144449,0.04093393877900395,-0.04093393877900395,-0.10119218466622254,-0.051921794459095554,-0.2659272375000242,-0.6503324424660853,0.6503324424660853,-0.0036697440800030337,0.34966755753391465,-0.0440369289600364
882,long,baseline,-0.31753041621474143,-0.46502407726219286,-0.12679303485756216,-0.12679303485756216,-0.48956097586864356,-0.23545407274313168,-0.8921277873174865,-0.9309235578789827,0.9309235578789827,-0.016780459643472693,0.06907644212101727,-0.20136551572167233
882,long,gps,-0.4887678543411772,-0.8235254997951384,-0.1838054964357906,-0.1838054964357906,-0.7236968250037724,-0.23392814813507426,-0.8711124168615454,-0.8703267483049387,0.8703267483049387,-0.019018248058411326,0.12967325169506128,-0.2282189767009359
882,long,weighted,0.42064873524619545,0.7396259978284476,0.06121218263144357,0.06121218263144357,,0.1537736102319313,0.5782748858590139,-0.33823119349465447,0.33823119349465447,0.0,0.6617688065053455,0.0
882,short,baseline,0.02317280072891496,0.03643211793257493,0.006782521156433179,-0.006782521156433179,-0.08944502317036757,-0.10863129631597175,-0.6061887817448234,-0.9054702817218409,0.9054702817218409,-0.004184424919016494,0.09452971827815915,-0.05021309902819793
882,short,gps,-0.2840156018918927,-0.42850847236933326,-0.12062226282289802,0.12062226282289802,-0.37424340281619917,-0.18597573351542543,-0.8130088951665684,-0.9139628836440731,0.9139628836440731,-0.01420085577622107,0.08603711635592692,-0.17041026931465283
883,long,baseline,-0.32849098750944394,-0.49759413433136873,-0.11377976017262453,-0.11377976017262453,-0.5011689456044229,-0.2439466232135259,-0.9060414493849066,-0.9472516470750185,0.9472516470750185,-0.017484935435686765,0.05274835292498148,-0.20981922522824117
