,sharpe,sortino,treynor_adj,information,calmar,cum_ret,one_minus_mdd,mer_ann
sharpe,1.0,0.9853660713970345,0.7747250654156796,0.9800414114007368,0.9529058216011199,0.6703030737248377,0.7738156175772042,0.8562006476982903
sortino,0.9853660713970345,1.0,0.7794726849428525,0.9648323475595287,0.9593156223182515,0.7281330516731415,0.7365745698888577,0.8687715048428868
treynor_adj,0.7747250654156796,0.7794726849428525,1.0,0.8141104938282433,0.7248809715889045,0.584766340586895,0.4552400126850966,0.8077439062335696
information,0.9800414114007368,0.9648323475595287,0.8141104938282433,1.0,0.9060319869364449,0.6663163176955229,0.7445830036046548,0.992031983646326
calmar,0.9529058216011199,0.9593156223182515,0.7248809715889045,0.9060319869364449,1.0,0.801403123932714,0.7994269797074012,0.8152914300262887
cum_ret,0.6703030737248377,0.7281330516731415,0.584766340586895,0.6663163176955229,0.801403123932714,1.0,0.4428291269344235,0.690109827191134
one_minus_mdd,0.7738156175772042,0.7365745698888577,0.4552400126850966,0.7445830036046548,0.7994269797074012,0.4428291269344235,1.0,0.5072643102963589
mer_ann,0.8562006476982903,0.8687715048428868,0.8077439062335696,0.992031983646326,0.8152914300262887,0.690109827191134,0.5072643102963589,1.0
