run,direction,strategy,sharpe,sortino,treynor,information,calmar,cum_ret,mdd,mer
211,short,gps,0.3998136049570674,0.9370601618025205,0.5195479665102484,0.5660833914891227,0.13343635200857112,1.1850719646467187,0.6799714343256953,0.022676531550152826
211,short,weighted,0.4219265612820442,0.8667830542696447,0.060487056744801516,5.8087647156945295,0.13216347003137294,0.6024564178478371,0.40699509492924213,0.012125469128538287
212,long,baseline,0.5829443415447852,1.0490378148901225,0.22765153365490443,0.4128529831705331,0.3202097019046412,2.942365489307652,0.5141924327947691,0.012240294400791251
212,long,gps,-0.3000072675856204,-0.47974022223888524,-0.132145431740288,-0.5509792480013269,-0.16665156959074914,-0.7665050858013073,0.8955030131230998,-0.01492826969572711
212,long,weighted,0.5281687968345182,0.7772492513523767,0.07638050138503472,,0.21579054414614754,0.8073289255536076,0.31498860720323885,0.0
212,short,baseline,0.32271603029859225,0.6577662832054114,0.14925977515081712,0.5966150195876471,0.09074914118376672,0.530092401290996,0.5332631525445536,0.022233162261506755
212,short,gps,0.07221438326170927,0.1791322451888191,0.02061500964532864,0.29735079089996463,-0.11426584633120558,-0.5558096799664316,0.7545679303298432,0.013100420117278546
212,short,weighted,0.2994409592331056,0.7112590069083399,0.04451250562922189,5.229473488042393,0.08760561255179736,0.36595489352303945,0.4024597794348024,0.013393062154423808
213,long,baseline,-0.2746364716475852,-0.4634869074792286,-0.10846752408470485,-0.5081343929048655,-0.16547516749950933,-0.7294890576800039,0.8171162873153007,-0.012826701442773548
213,long,gps,0.21295873822077316,0.4992626704376978,0.09247660083393461,0.06533019286784922,0.014585984254131306,0.09565399939654196,0.6994281602979825,0.002084615449514349
213,long,weighted,0.3862326951892232,0.6501454316921232,0.06293779099668378,,0.11171984489379197,0.5647499825005307,0.4565483895207363,0.0
213,short,baseline,-0.10764606642508193,-0.19851055740913126,-0.067634750978263,0.13133350013012499,-0.15587232820587268,-0.6718365017723817,0.7470711454228258,0.004365598625210325
213,short,gps,0.33133057197404386,0.604095148928161,0.1378506503751678,0.6096786398258841,0.09088452341120697,0.663076602282167,0.639784562407367,0.01957235292991544
213,short,weighted,0.3040347697244644,0.5583927062653625,0.04976286266522499,5.453937179489155,0.07555925853081755,0.39445100163474445,0.498092023523104,0.012202155317971763
214,long,baseline,-0.09826605962433359,-0.15487758890188758,-0.048881028251657535,-0.2546378466502654,-0.1459720055291095,-0.6703026715478551,0.7946031321808311,-0.008195175719612435
