date,portfolio_1
2015-12-31 23:59:59.999999,1000.0
2016-01-31 00:00:00.000000,856.906502800249
2016-02-29 00:00:00.000000,811.5713628881375
2016-03-31 00:00:00.000000,845.7106292922543
2016-04-30 00:00:00.000000,857.1956698975415
2016-05-31 00:00:00.000000,900.1519430422248
2016-06-30 00:00:00.000000,892.923217844317
2016-07-31 00:00:00.000000,755.7157219593673
2016-08-31 00:00:00.000000,800.9517836856372
2016-09-30 00:00:00.000000,852.761368853401
2016-10-31 00:00:00.000000,920.7151888810222
2016-11-30 00:00:00.000000,845.4353843867898
2016-12-31 00:00:00.000000,1009.6965936740849
2017-01-31 00:00:00.000000,992.0765604943134
2017-02-28 00:00:00.000000,1007.7973922303481
2017-03-31 00:00:00.000000,1004.6355486547246
2017-04-30 00:00:00.000000,979.4642885613109
2017-05-31 00:00:00.000000,1094.5995655449294
2017-06-30 00:00:00.000000,1108.4064464285075
2017-07-31 00:00:00.000000,974.6846478091054
2017-08-31 00:00:00.000000,938.9919705653917
2017-09-30 00:00:00.000000,966.2851390769206
2017-10-31 00:00:00.000000,1097.415169252198
2017-11-30 00:00:00.000000,1096.3780563194478
2017-12-31 00:00:00.000000,1120.5094840489905
2018-01-31 00:00:00.000000,1174.1818883349374
2018-02-28 00:00:00.000000,1118.7917273821963
2018-03-31 00:00:00.000000,1181.1601915877561
2018-04-30 00:00:00.000000,1271.6169600656142
2018-05-31 00:00:00.000000,1241.2213983402685
2018-06-30 00:00:00.000000,1240.0930152508681
2018-07-31 00:00:00.000000,1181.3281074906677
2018-08-31 00:00:00.000000,1088.673749202308
2018-09-30 00:00:00.000000,1099.3655043652373
2018-10-31 00:00:00.000000,1076.1899095048318
2018-11-30 00:00:00.000000,1073.4994347310696
2018-12-31 00:00:00.000000,966.4111567451786
2019-01-31 00:00:00.000000,967.2063051652852
2019-02-28 00:00:00.000000,994.0706953294822
2019-03-31 00:00:00.000000,964.0566188171874
2019-04-30 00:00:00.000000,953.1212425425723
2019-05-31 00:00:00.000000,1117.3398014869545
2019-06-30 00:00:00.000000,1121.483463095166
2019-07-31 00:00:00.000000,1122.8390506620347
2019-08-31 00:00:00.000000,1070.7236898350586
2019-09-30 00:00:00.000000,1125.3431455598868
2019-10-31 00:00:00.000000,1150.4403962478684
2019-11-30 00:00:00.000000,1139.1980914036117
2019-12-31 00:00:00.000000,1251.3171663201401
2020-01-31 00:00:00.000000,983.8571286206952
2020-02-29 00:00:00.000000,980.2169755916866
2020-03-31 00:00:00.000000,800.5315889046907
2020-04-30 00:00:00.000000,790.148740028558
2020-05-31 00:00:00.000000,803.5914700599122
2020-06-30 00:00:00.000000,779.5187308895759
2020-07-31 00:00:00.000000,798.7300339073273
2020-08-31 00:00:00.000000,851.8510405845172
2020-09-30 00:00:00.000000,812.0836026482209
2020-10-31 00:00:00.000000,805.2132903483739
2020-11-30 00:00:00.000000,956.506740981972
2020-12-31 00:00:00.000000,1069.0986210117921
2021-01-31 00:00:00.000000,1031.7426381761954
2021-02-28 00:00:00.000000,1012.2917523745131
2021-03-31 00:00:00.000000,927.7699406770945
2021-04-30 00:00:00.000000,1031.9666965983688
2021-05-31 00:00:00.000000,1016.9284922194249
2021-06-30 00:00:00.000000,1032.506724816636
2021-07-31 00:00:00.000000,1067.4669235209622
2021-08-31 00:00:00.000000,1182.8441995100366
2021-09-30 00:00:00.000000,1164.4300529106772
2021-10-31 00:00:00.000000,1231.8929828502507
2021-11-30 00:00:00.000000,1210.6797215244767
2021-12-31 00:00:00.000000,1283.2096848357735
2022-01-31 00:00:00.000000,1415.3224601003647
2022-02-28 00:00:00.000000,1367.2498245409556
2022-03-31 00:00:00.000000,1344.5145589351162
2022-04-30 00:00:00.000000,1665.486081931053
2022-05-31 00:00:00.000000,1690.0709970890805
2022-06-30 00:00:00.000000,1647.4392601571121
2022-07-31 00:00:00.000000,2415.2323142799232
2022-08-31 00:00:00.000000,2237.0732435649907
2022-09-30 00:00:00.000000,2166.1008142672076
2022-10-31 00:00:00.000000,2502.072246657495
2022-11-30 00:00:00.000000,2415.854682014025
2022-12-31 00:00:00.000000,2585.0938727901876
2023-01-31 00:00:00.000000,2666.7815368560637
2023-02-28 00:00:00.000000,2740.2783899114957
2023-03-31 00:00:00.000000,2610.5982779002734
2023-04-30 00:00:00.000000,2676.252876381795
2023-05-31 00:00:00.000000,2355.618397716684
2023-06-30 00:00:00.000000,2224.5015277449393
2023-07-31 00:00:00.000000,2570.5893557160766
2023-08-31 00:00:00.000000,2665.197919166705
2023-09-30 00:00:00.000000,2892.809933528376
2023-10-31 00:00:00.000000,2945.376998739092
2023-11-30 00:00:00.000000,2816.8583580466875
2023-12-31 00:00:00.000000,2830.7207528984322
2024-01-31 00:00:00.000000,2904.4691688030266
2024-02-29 00:00:00.000000,2810.554791435464
2024-03-31 00:00:00.000000,2479.9902544192023
2024-04-30 00:00:00.000000,2598.9911742485688
2024-05-31 00:00:00.000000,2448.802928073107
2024-06-30 00:00:00.000000,2518.7544115788282
2024-07-31 00:00:00.000000,2533.4591502685116
2024-08-31 00:00:00.000000,2535.0277084666136
2024-09-30 00:00:00.000000,2373.153003956557
2024-10-31 00:00:00.000000,2312.4984234337717
2024-11-30 00:00:00.000000,2229.8266047960146
2024-12-31 00:00:00.000000,2271.8562186274294
