run,direction,strategy,sharpe,sortino,treynor,treynor_raw,information,calmar,cum_ret,mdd,mdd_mag,mer_m,mer_ann
1,long,baseline,-0.389504821916412,-0.6860624645073002,-0.23158620523284348,-0.23158620523284348,-0.5890229404472637,-0.28582682569843026,-0.9414326781265793,-0.9460979399822687,0.9460979399822687,-0.02312226289456691,-0.27746715473480293
1,long,gps,0.10639650221480262,0.18433864017889773,0.0450099342581345,0.0450099342581345,-0.05264282880080771,-0.10115113187905134,-0.561588182342768,-0.8655352114672612,0.8655352114672612,-0.002240032247619316,-0.026880386971431792
1,long,weighted,0.4974719363747768,0.780457896974464,0.08607537681025641,0.08607537681025641,,0.17556892233683702,0.893501464103927,-0.4187128575114982,0.4187128575114982,0.0,0.0
1,short,baseline,0.04900111112917098,0.09464359421070229,0.01941959260535636,-0.01941959260535636,-0.07503951806993102,-0.15848302361307462,-0.7725161086497093,-0.9571928567152793,0.9571928567152793,-0.0045674047144912255,-0.054808856573894706
1,short,gps,0.2722676388464452,0.551960908733431,0.11890496632404378,-0.11890496632404378,0.12207644748204301,-0.021259777364898903,-0.13009698429840777,-0.7228043340335345,0.7228043340335345,0.007417488259691869,0.08900985911630244
2,long,baseline,0.07323910585708066,0.13549535705555688,0.039645509578933036,0.039645509578933036,-0.12167533980006918,-0.10622835402773573,-0.5647427611237674,-0.8310559968477066,0.8310559968477066,-0.004951685673167173,-0.05942022807800608
2,long,gps,0.058104175394752974,0.12234634587215307,0.01922317343827891,0.01922317343827891,-0.12313165737477859,-0.14365474940483022,-0.6739842010087107,-0.8150937963924174,0.8150937963924174,-0.00528229380245591,-0.06338752562947092
2,long,weighted,0.5790504070745109,1.2299121972579121,0.09702821369810623,0.09702821369810623,,0.20433671133652254,1.112511706228882,-0.42404404798134565,0.42404404798134565,0.0,0.0
2,short,baseline,0.02633452086573877,0.048046469409497826,0.017467569876410082,-0.017467569876410082,-0.1593747359837258,-0.1115690417804479,-0.5717019002957585,-0.8058957048735319,0.8058957048735319,-0.007066471862716955,-0.08479766235260346
2,short,gps,-0.056837492505322045,-0.09375048407125992,-0.04309051840976651,0.04309051840976651,-0.21640325558390366,-0.16041960468840205,-0.7830907326233887,-0.9735317092660953,0.9735317092660953,-0.010578740612787888,-0.12694488735345466
3,long,baseline,0.3690973339233074,0.809640347398492,0.2291446831810412,0.2291446831810412,0.19796338621291037,0.07711406235045862,0.7011666118320337,-0.7886017051483991,0.7886017051483991,0.00974471419059711,0.11693657028716534
3,long,gps,0.4409331303480914,1.0566251185911282,0.19276029860211968,0.19276029860211968,0.3043511836398959,0.17242039998915168,1.563169750532706,-0.6394095707393265,0.6394095707393265,0.016349942541013338,0.19619931049216005
3,long,weighted,0.6247089487292655,1.1190626496262388,0.11051858175524809,0.11051858175524809,,0.21737957913542286,1.3473216809057096,-0.4574859508661018,0.4574859508661018,0.0,0.0
3,short,baseline,0.2740648347389639,0.4437904996769299,0.12614576601861294,-0.12614576601861294,0.0655845420259085,0.0013987225329256216,0.010205059293458607,-0.8070116682232508,0.8070116682232508,0.0035363550980905606,0.04243626117708672
3,short,gps,0.7209745590785792,2.204901905917598,0.33017569119132467,-0.33017569119132467,0.5154577293258148,0.47411810853006664,18.137010404584387,-0.8186378002917991,0.8186378002917991,0.035826713219172135,0.4299205586300656
4,long,baseline,0.6044609676283311,1.5875497922243451,0.31111790860556243,0.31111790860556243,0.26407635655073797,0.46391278254236823,7.16672600408331,-0.5665114385189444,0.5665114385189444,0.014818356955900227,0.17782028347080273
4,long,gps,0.394814800645845,1.0590439568170038,0.18570501923342767,0.18570501923342767,-0.01251163800115564,0.09618677698476269,0.9962735411636132,-0.8300096553423966,0.8300096553423966,-0.0006067207514220377,-0.007280649017064452
4,long,weighted,1.387435220907804,2.565363900698529,0.25554299833446703,0.25554299833446703,,0.9991783145952772,7.431048760999493,-0.26750900730737415,0.26750900730737415,0.0,0.0
4,short,baseline,0.31310384524994833,0.6276198468876051,0.1708515147812698,-0.1708515147812698,-0.0952040910278098,0.025038721875423286,0.1922390756735992,-0.7879439417661268,0.7879439417661268,-0.005478155870036714,-0.06573787044044056
4,short,gps,-0.25426412282945293,-0.3679439859176957,-0.1237810999854004,0.1237810999854004,-0.6305486138376285,-0.2515598685392073,-0.9196579370155111,-0.9712957020060886,0.9712957020060886,-0.03235595529355749,-0.3882714635226899
5,long,baseline,0.19166941681792352,0.3695082292412368,0.12862579272495928,0.12862579272495928,0.05551020350845692,-0.03452671869521396,-0.23674998975387473,-0.8565180406245448,0.8565180406245448,0.0023361858472101065,0.028034230166521276
5,long,gps,0.16010365679737443,0.29764037047256864,0.1075594579931389,0.1075594579931389,0.011333511508149817,-0.04843496586244553,-0.2632739320852653,-0.6891508794543337,0.6891508794543337,0.00044086486154700107,0.005290378338564013
5,long,weighted,0.47355514535647564,0.8524638626285479,0.07104639281866193,0.07104639281866193,,0.19910230707299947,0.712747349717108,-0.3094502241495486,0.3094502241495486,0.0,0.0
