,top1_return_gps
2016-01-01,-0.017535775511354434
2016-02-01,-0.03334416822308883
2016-03-01,0.07462940214515035
2016-04-01,0.06541071303517154
2016-05-01,-0.01135556017654682
2016-06-01,0.0708757711665906
2016-07-01,-0.07524697867934638
2016-08-01,-0.08962905002905475
2016-09-01,0.048642876235849064
2016-10-01,0.04314528469891754
2016-11-01,0.11775643738339259
2016-12-01,0.04945385779795641
2017-01-01,0.044501661843140417
2017-02-01,0.012463630217856903
2017-03-01,-0.07359525395274791
2017-04-01,-0.026282698025076212
2017-05-01,0.04530152159297707
2017-06-01,0.2162529614213724
2017-07-01,-0.058954465799368694
2017-08-01,-0.09948405881449285
2017-09-01,-0.1144264479502547
2017-10-01,0.04170836476876083
2017-11-01,-0.011863636653840937
2017-12-01,0.043676291292308767
2018-01-01,0.024502879901270314
2018-02-01,0.09319337371285918
2018-03-01,0.002798074890829394
2018-04-01,-0.07669609262783605
2018-05-01,0.004853892806358173
2018-06-01,-0.002127747731428653
2018-07-01,0.25143754655200334
2018-08-01,-0.11872723059547186
2018-09-01,-0.006438567262329609
2018-10-01,0.027962825337387587
2018-11-01,0.02579881186631816
2018-12-01,0.11018515608030155
2019-01-01,-0.0649294992320617
2019-02-01,-0.059157582449945956
2019-03-01,0.0019707743749854956
2019-04-01,0.048286642806960156
2019-05-01,-0.04554346462673242
2019-06-01,0.05550129390383729
2019-07-01,-0.1334343661144567
2019-08-01,-0.024983162943820747
2019-09-01,0.10139170938241304
2019-10-01,0.06218935103842771
2019-11-01,0.25582561643620827
2019-12-01,0.16965483190009256
2020-01-01,-0.2632587953788824
2020-02-01,-0.017243028686812156
2020-03-01,-0.04205444910876266
2020-04-01,0.016032459976530022
2020-05-01,0.07825857623808408
2020-06-01,-0.05529518996056815
2020-07-01,-0.06338038658346479
2020-08-01,0.8166509568720788
2020-09-01,0.10361302723903743
2020-10-01,0.005712846922653059
2020-11-01,-0.04217593688861021
2020-12-01,0.12472603337602939
2021-01-01,0.179198204537808
2021-02-01,0.18883528638735636
2021-03-01,-0.22897966670243664
2021-04-01,0.28103922664300707
2021-05-01,0.10091586767592964
2021-06-01,-0.052669461007647134
2021-07-01,0.07839497866116463
2021-08-01,-0.04075087732362248
2021-09-01,0.12933604920571606
2021-10-01,-0.05493235286665643
2021-11-01,0.000712672705758699
2021-12-01,0.0901505124751445
2022-01-01,0.5548935527823715
2022-02-01,0.049221827228604464
2022-03-01,0.10925150693340013
2022-04-01,0.19513083328364655
2022-05-01,-0.05291594221943463
2022-06-01,0.003920000580615701
2022-07-01,-0.3279211771743644
2022-08-01,0.06465940280113758
2022-09-01,-0.08580126327936799
2022-10-01,0.11737320367600357
2022-11-01,-0.13026684107381947
2022-12-01,0.050332876887882794
2023-01-01,0.22261887845771278
2023-02-01,-0.05404722915604676
2023-03-01,-0.05999669145371611
2023-04-01,0.025820607770985937
2023-05-01,-0.07813090150220481
2023-06-01,0.06244347546700735
2023-07-01,0.0920862808861096
2023-08-01,0.042792820756123895
2023-09-01,-0.13700356131217684
2023-10-01,-0.0637747818595562
2023-11-01,0.008618792495397765
2023-12-01,-0.15657910451817902
2024-01-01,-0.1938285280503479
2024-02-01,-0.01850413286905772
2024-03-01,-0.026169739199727315
2024-04-01,-0.05117830025211678
2024-05-01,-0.11182781479436055
2024-06-01,0.024931552868402207
2024-07-01,-0.16739993953376975
2024-08-01,0.04283468719666539
2024-09-01,0.040781796342858945
2024-10-01,0.12715495468383087
2024-11-01,0.058130288435529476
2024-12-01,0.05637572596615703
