,sharpe,sortino,treynor_adj,information,calmar,cum_ret,mdd_raw,mer_ann
sharpe,1.0,0.9734689707707324,0.9048707797601344,0.9852150698741685,0.9106903599531636,0.6120356109818488,0.799612894136101,0.9726870214177118
sortino,0.9734689707707324,1.0,0.8823626161820206,0.9648806173305463,0.9434638999662237,0.7013917872671358,0.7855346182712457,0.9720467472292944
treynor_adj,0.9048707797601344,0.8823626161820206,1.0,0.897511963327458,0.8122754632946831,0.549167370062154,0.7289258862689368,0.8734120186840375
information,0.9852150698741685,0.9648806173305463,0.897511963327458,1.0,0.9000408905361474,0.6131718304280214,0.783225450466691,0.9904384001221671
calmar,0.9106903599531636,0.9434638999662237,0.8122754632946831,0.9000408905361474,1.0,0.8067968865674991,0.7825939577207691,0.9158526868226537
cum_ret,0.6120356109818488,0.7013917872671358,0.549167370062154,0.6131718304280214,0.8067968865674991,1.0,0.472613167799418,0.6568044862338663
mdd_raw,0.799612894136101,0.7855346182712457,0.7289258862689368,0.783225450466691,0.7825939577207691,0.472613167799418,1.0,0.7700014254030842
mer_ann,0.9726870214177118,0.9720467472292944,0.8734120186840375,0.9904384001221671,0.9158526868226537,0.6568044862338663,0.7700014254030842,1.0
