,sharpe,sortino,treynor_adj,information,calmar,cum_ret,mdd_raw,mer_ann
sharpe,1.0,0.9854427006857029,0.9438716871354264,0.9829276595735333,0.936757978940138,0.6739727747066582,0.7813485817173801,0.9776514512632625
sortino,0.9854427006857029,1.0,0.9296329997697766,0.9681250908863933,0.9584787417308753,0.7423405600669412,0.7881868610127436,0.9692324639456388
treynor_adj,0.9438716871354264,0.9296329997697766,1.0,0.9175407639393639,0.8762322201794963,0.6332552349507667,0.7352703335700398,0.9085477525163353
information,0.9829276595735333,0.9681250908863933,0.9175407639393639,1.0,0.9156849889001945,0.6611851352196491,0.7563574576277827,0.9931590292577572
calmar,0.936757978940138,0.9584787417308753,0.8762322201794963,0.9156849889001945,1.0,0.8506326328390434,0.8210779048785855,0.9320622711802564
cum_ret,0.6739727747066582,0.7423405600669412,0.6332552349507667,0.6611851352196491,0.8506326328390434,1.0,0.6141120784828489,0.688143086897124
mdd_raw,0.7813485817173801,0.7881868610127436,0.7352703335700398,0.7563574576277827,0.8210779048785855,0.6141120784828489,1.0,0.7636010150954885
mer_ann,0.9776514512632625,0.9692324639456388,0.9085477525163353,0.9931590292577572,0.9320622711802564,0.688143086897124,0.7636010150954885,1.0
