run,direction,strategy,sharpe,sortino,treynor,treynor_raw,information,calmar,cum_ret,mdd,mdd_mag,mer_m,mer_ann
1,long,baseline,0.33585356347972267,0.5427872669261428,0.21684971629944144,0.21684971629944144,0.17358983301490954,0.04891599992313378,0.4450716160481314,-0.8536008906148154,0.8536008906148154,0.007152108429127803,0.08582530114953363
1,long,gps,0.1901310474853461,0.3331119633084503,0.15163181482962831,0.15163181482962831,0.03745783253324226,-0.05208121691434441,-0.33154808557436355,-0.8403763985653414,0.8403763985653414,0.0017172199426707935,0.02060663931204952
1,long,weighted,0.4974719363747768,0.780457896974464,0.08607537681025641,0.08607537681025641,,0.17556892233683702,0.893501464103927,-0.4187128575114982,0.4187128575114982,0.0,0.0
1,short,baseline,-0.043948583208217235,-0.08138890097429546,-0.02647916432313356,0.02647916432313356,-0.1751249990349542,-0.1858900560779643,-0.7940125844359177,-0.8661229310274532,0.8661229310274532,-0.009225055082416188,-0.11070066098899425
1,short,gps,-0.05978313821276278,-0.10831469417968567,-0.06849554954026507,0.06849554954026507,-0.206517576100112,-0.16432116110331188,-0.7673620763358681,-0.9103179238398141,0.9103179238398141,-0.00972633131125414,-0.11671597573504969
2,long,baseline,0.18389235135400678,0.30811453206625067,0.07191898625971113,0.07191898625971113,0.0009514503256932917,-0.048080804606892145,-0.2761507274686652,-0.7335768617007004,0.7335768617007004,3.8272088197589865e-05,0.0004592650583710784
2,long,gps,0.3287675492256664,0.6229236170027272,0.20764991809808458,0.20764991809808458,0.16822312939773698,0.04887601020629636,0.3403791951583375,-0.6769341301981376,0.6769341301981376,0.007877340853248694,0.09452809023898433
2,long,weighted,0.5790504070745109,1.2299121972579121,0.09702821369810623,0.09702821369810623,,0.20433671133652254,1.112511706228882,-0.42404404798134565,0.42404404798134565,0.0,0.0
2,short,baseline,0.0004310646600698456,0.0007969073822220229,0.00023331323836736325,-0.00023331323836736325,-0.17699421360695777,-0.13085088521583588,-0.6251859490824168,-0.789463423282141,0.789463423282141,-0.008068748720978187,-0.09682498465173825
2,short,gps,1.1212252065412147,2.7845551590285322,0.43027792385443353,-0.43027792385443353,0.8099507699668934,1.3118705689450916,68.93388091090647,-0.4597383937102807,0.4597383937102807,0.0432047448007549,0.5184569376090589
3,long,baseline,0.017852446807774373,0.031155056416864006,0.007817114821841185,0.007817114821841185,-0.21919861255351816,-0.12863557693669142,-0.654754584820033,-0.8664168238072454,0.8664168238072454,-0.008458121702228745,-0.10149746042674493
3,long,gps,-0.35041061812640756,-0.7152751521908075,-0.16135752232782655,-0.16135752232782655,-0.6057153621608234,-0.2723689748535901,-0.9382532957710773,-0.9770650082486196,0.9770650082486196,-0.02460735341350451,-0.29528824096205414
3,long,weighted,0.6247089487292655,1.1190626496262388,0.11051858175524809,0.11051858175524809,,0.21737957913542286,1.3473216809057096,-0.4574859508661018,0.4574859508661018,0.0,0.0
3,short,baseline,-0.39131709779197504,-0.5931317211315303,-0.2963148833488192,0.2963148833488192,-0.5403414003783266,-0.281278076067485,-0.9456022012691706,-0.982595393504291,0.982595393504291,-0.02531924548418427,-0.30383094581021125
3,short,gps,-0.04730376358951049,-0.08101891671455395,-0.01963407087219001,0.01963407087219001,-0.20375128918834512,-0.21082627166898865,-0.8324520137225182,-0.8539680813229817,0.8539680813229817,-0.011509094848497768,-0.1381091381819732
4,long,baseline,0.5412458097307955,1.0487815532984337,0.38507968620086475,0.38507968620086475,0.07391122916290505,0.2667150655091685,3.2524320579994033,-0.6542114086389849,0.6542114086389849,0.0032483293939407167,0.0389799527272886
4,long,gps,0.5661941394707247,1.3535794585874201,0.33645788969523244,0.33645788969523244,0.13040174683663305,0.34077011045046485,4.151525458582286,-0.5862795128577671,0.5862795128577671,0.005970703123353684,0.07164843748024421
4,long,weighted,1.387435220907804,2.565363900698529,0.25554299833446703,0.25554299833446703,,0.9991783145952772,7.431048760999493,-0.26750900730737415,0.26750900730737415,0.0,0.0
4,short,baseline,-0.1963274431661487,-0.2999027473351695,-0.16902437433083134,0.16902437433083134,-0.6336100269635836,-0.20746890732684378,-0.8575849059178364,-0.9385167063499763,0.9385167063499763,-0.029209130410501032,-0.3505095649260124
4,short,gps,-0.05622510301148033,-0.10808931907426426,-0.03156815426087631,0.03156815426087631,-0.48530250458989005,-0.15446156456104593,-0.7387406494158937,-0.8969852379999558,0.8969852379999558,-0.023625027566423224,-0.2835003307970787
5,long,baseline,0.2356508781177168,0.4211700546016171,0.13664191890572025,0.13664191890572025,0.10477821842590135,-0.015101443532294125,-0.09978303213967799,-0.7689328036600671,0.7689328036600671,0.00445976534376128,0.053517184125135356
5,long,gps,0.36063555390801316,0.7666089191113161,0.17691331255866322,0.17691331255866322,0.23088259166858618,0.09454592203453248,0.8129625040916701,-0.7228332330481861,0.7228332330481861,0.00924319934003245,0.11091839208038941
5,long,weighted,0.47355514535647564,0.8524638626285479,0.07104639281866193,0.07104639281866193,,0.19910230707299947,0.712747349717108,-0.3094502241495486,0.3094502241495486,0.0,0.0
5,short,baseline,0.17328657673897208,0.38370634276167437,0.06037227955112865,-0.06037227955112865,0.04771947545735154,-0.06480757963030333,-0.36999576112392685,-0.7721483989787963,0.7721483989787963,0.002679955511209101,0.032159466134509214
5,short,gps,-0.2606112791056171,-0.42411387850071275,-0.1309358155863337,0.1309358155863337,-0.3590091470685645,-0.24082059470389208,-0.8948373179473701,-0.9193300683286775,0.9193300683286775,-0.016558557945392585,-0.19870269534471102
6,long,baseline,0.09774137932343503,0.17433059151420818,0.04226456005645658,0.04226456005645658,-0.013363577615302435,-0.14889937524429392,-0.716649869219588,-0.8780782467997139,0.8780782467997139,-0.0006790323255953092,-0.00814838790714371
6,long,gps,-0.009012127963845196,-0.015663174111928684,-0.006025894655496444,-0.006025894655496444,-0.163780571886195,-0.14769460320686703,-0.6590550146804508,-0.7629842461181122,0.7629842461181122,-0.0063652510510227595,-0.07638301261227312
6,long,weighted,0.4338747455198322,0.7986126177562467,0.07206617294583582,0.07206617294583582,,0.16843821349969543,0.6919773677797887,-0.35724705617321983,0.35724705617321983,0.0,0.0
6,short,baseline,0.2531759587749025,0.49952783886176516,0.0863663624037483,-0.0863663624037483,0.0996472485103899,-0.004250084581991895,-0.02660870725247466,-0.7040058509567374,0.7040058509567374,0.005236937138775315,0.06284324566530378
6,short,gps,0.06790568985761491,0.1452496322873692,0.028500606409334904,-0.028500606409334904,-0.04524344639995126,-0.11276751468970542,-0.6281172342284349,-0.9229954599700538,0.9229954599700538,-0.002588903252986375,-0.0310668390358365
7,long,baseline,0.4208674569233391,0.6147690089552003,0.2075430805580055,0.2075430805580055,0.3349444616076906,0.14442373326507787,0.9934458796658989,-0.5516122187789531,0.5516122187789531,0.014078139197119055,0.16893767036542867
7,long,gps,0.39709837940524007,0.7089439495381903,0.16379014101093226,0.16379014101093226,0.3322407646364231,0.09209075869859337,0.6731995448517964,-0.6391545962608983,0.6391545962608983,0.016005348107950207,0.19206417729540248
7,long,weighted,0.33364132755323694,0.6555029105166723,0.057530093371385704,0.057530093371385704,,0.09589435169802664,0.47376180977749294,-0.45918036197922063,0.45918036197922063,0.0,0.0
7,short,baseline,0.35389279105243804,0.7556956105085038,0.22631848674020627,-0.22631848674020627,0.19207964990855972,0.07694328989991613,0.7660373270080267,-0.8478004503379297,0.8478004503379297,0.008277114902243364,0.09932537882692036
7,short,gps,0.31599973274714827,0.6466474149203154,0.44535951694838305,-0.44535951694838305,0.1662425268163732,0.07621196813883392,0.5260586458301717,-0.6309470583704844,0.6309470583704844,0.006834149533470105,0.08200979440164126
8,long,baseline,0.20368192662290288,0.3811219435835874,0.12755605179480745,0.12755605179480745,0.06212913157466781,-0.03878452832134943,-0.25639397169821143,-0.8348729804365722,0.8348729804365722,0.002770228276848238,0.03324273932217885
8,long,gps,-0.07652741526085838,-0.13655114093529958,-0.028798193465451635,-0.028798193465451635,-0.23085039159508774,-0.2109180638074586,-0.8600823683051277,-0.9306671040097506,0.9306671040097506,-0.01044067856743476,-0.12528814280921713
8,long,weighted,0.4792993606234045,0.7284970365206899,0.07972828779117722,0.07972828779117722,,0.1714223981513274,0.807444549826893,-0.3965593469112382,0.3965593469112382,0.0,0.0
8,short,baseline,0.05791545532017906,0.1408761949442479,0.05214587402257846,-0.05214587402257846,-0.0872042738768535,-0.10037765833610614,-0.5490845637607968,-0.8437574149804046,0.8437574149804046,-0.004150902424640473,-0.04981082909568567
8,short,gps,0.23019407662408045,0.3846990161913034,0.7273092530258689,-0.7273092530258689,0.08003454853385823,-0.032137923861032244,-0.1925740418283729,-0.7308153810374047,0.7308153810374047,0.003878519524485188,0.04654223429382225
9,long,baseline,0.5779255469991065,1.1134978759425298,0.3430475105072066,0.3430475105072066,0.32718372567147624,0.2721498310739475,4.147820485572067,-0.7337525315899355,0.7337525315899355,0.017790314712977224,0.2134837765557267
9,long,gps,0.22774340550075545,0.31978190224973707,0.1752399055695511,0.1752399055695511,-0.12356767176752044,-0.03142112593295819,-0.20282740412648925,-0.7915874657558759,0.7915874657558759,-0.005212821128520669,-0.06255385354224803
9,long,weighted,1.0509857802232963,1.789757952326813,0.18007686989124347,0.18007686989124347,,0.5916624744489989,3.40164026586453,-0.30253240972515627,0.30253240972515627,0.0,0.0
9,short,baseline,0.044445292938508775,0.08784914509506075,0.021061711081182714,-0.021061711081182714,-0.2460428828814826,-0.14840251688882514,-0.6597345086860613,-0.7606698294247836,0.7606698294247836,-0.012969069628967633,-0.1556288355476116
9,short,gps,0.14152637713655478,0.2566391165320881,0.0545503847379824,-0.0545503847379824,-0.15680766813098057,-0.07654524985249321,-0.4836109959951481,-0.9249611798148286,0.9249611798148286,-0.008473898507048114,-0.10168678208457738
10,long,baseline,0.142085963249921,0.2827920162201394,0.05621540729432718,0.05621540729432718,-0.02547186388968632,-0.07886922887818586,-0.46497926841158443,-0.8512148834820349,0.8512148834820349,-0.0011220195907444335,-0.013464235088933203
10,long,gps,0.11791615131971644,0.20621340954986528,0.1967772724930105,0.1967772724930105,-0.09930348802912688,-0.052583370580875505,-0.3067586538889754,-0.7586257833642192,0.7586257833642192,-0.003654445360149004,-0.04385334432178805
10,long,weighted,0.6115285812020842,1.012646983462528,0.09435558531261301,0.09435558531261301,,0.3987395861773351,1.0996538370468416,-0.21545613744833403,0.21545613744833403,0.0,0.0
10,short,baseline,0.18519773414872087,0.281364990202496,0.07320772617874285,-0.07320772617874285,-0.003371935469691794,-0.03598733061962579,-0.2603709252914167,-0.9157814227690106,0.9157814227690106,-0.0001621247095884848,-0.0019454965150618175
10,short,gps,0.09579982638767179,0.21088140151703877,0.08609583933802087,-0.08609583933802087,-0.0734325276719237,-0.10898775313037866,-0.5210300432030678,-0.7205884120143332,0.7205884120143332,-0.0035733606156449255,-0.04288032738773911
