,top1_return_gps
2016-01-01,0.06708873449666974
2016-02-01,0.08684572900602516
2016-03-01,-0.03177823676416658
2016-04-01,0.2014912791922241
2016-05-01,-0.03262569958140682
2016-06-01,0.187335375849925
2016-07-01,0.09694622819825605
2016-08-01,-0.13615499523500096
2016-09-01,0.11928479539148018
2016-10-01,0.05443765153731239
2016-11-01,0.04102608024370924
2016-12-01,0.05273752112089736
2017-01-01,-0.16023884231574304
2017-02-01,-0.04665441275274018
2017-03-01,0.01279255731559048
2017-04-01,-0.08439644481800213
2017-05-01,0.00952831734602988
2017-06-01,0.006797467458967699
2017-07-01,-0.19838948998069084
2017-08-01,0.04938026962259445
2017-09-01,0.0679918249303546
2017-10-01,0.018416593529573255
2017-11-01,-0.07918944867294786
2017-12-01,-0.015006876734251384
2018-01-01,-0.02507642121101361
2018-02-01,-0.1423129631689629
2018-03-01,-0.0656208780787303
2018-04-01,-0.09144280394435467
2018-05-01,-0.017845226875274012
2018-06-01,0.1130204285375207
2018-07-01,0.07800338437936194
2018-08-01,0.09120022002034456
2018-09-01,-0.18441870641659208
2018-10-01,-0.04931081638313528
2018-11-01,-0.05992130366787085
2018-12-01,0.21314120032192418
2019-01-01,0.12333762598405507
2019-02-01,-0.025595149692287933
2019-03-01,-0.01084758921639617
2019-04-01,0.1423662617965089
2019-05-01,0.12975636361403264
2019-06-01,-0.0009429745932506561
2019-07-01,-0.10706569091566309
2019-08-01,0.04568356201218382
2019-09-01,0.10339239265171618
2019-10-01,0.1370300342195654
2019-11-01,-0.009424779717865706
2019-12-01,-0.13308543836088937
2020-01-01,0.08316813577015458
2020-02-01,0.11730551642948206
2020-03-01,0.39122002608668005
2020-04-01,0.09518841815226131
2020-05-01,-0.38981736751759066
2020-06-01,-0.07884172795650068
2020-07-01,-0.08854939879539625
2020-08-01,-0.079684031326266
2020-09-01,-0.07636845524353586
2020-10-01,-0.10213188315128507
2020-11-01,-0.023574761719011628
2020-12-01,-0.3138642405578752
2021-01-01,-0.0073699639885449475
2021-02-01,-0.016500440375970093
2021-03-01,0.16067547872578514
2021-04-01,0.12911914685689152
2021-05-01,0.020912944399881894
2021-06-01,0.14130517773132478
2021-07-01,-0.06039411438516584
2021-08-01,0.07367678429214686
2021-09-01,0.03590030342209305
2021-10-01,0.12112126428776748
2021-11-01,0.10496884178472499
2021-12-01,0.17009602432503113
2022-01-01,-0.27985321956689246
2022-02-01,-0.2879668113504332
2022-03-01,-0.1386286169956773
2022-04-01,-0.010890322355274984
2022-05-01,-0.15641757134786827
2022-06-01,0.2723223036261744
2022-07-01,-0.011650145687104319
2022-08-01,0.1779673900234089
2022-09-01,-0.21378170592065615
2022-10-01,-0.10952630300188282
2022-11-01,-0.05435303234388367
2022-12-01,0.03823545967048991
2023-01-01,-0.02584801366104761
2023-02-01,-0.016988328353582882
2023-03-01,-0.060983186412589485
2023-04-01,-0.00404471640456161
2023-05-01,-0.045852669478035235
2023-06-01,0.01695166306930762
2023-07-01,-0.05887256119903139
2023-08-01,0.03862686382931102
2023-09-01,0.06929297938482137
2023-10-01,-0.0804132483713409
2023-11-01,0.041419788219442255
2023-12-01,0.2841355081746928
2024-01-01,-0.03721298264839079
2024-02-01,-0.025183770023673446
2024-03-01,-0.060032413412734575
2024-04-01,-0.07351533284194933
2024-05-01,-0.11184634636263413
2024-06-01,0.09036260801554663
2024-07-01,0.11890294084620212
2024-08-01,-0.0067187906448192836
2024-09-01,-0.08242437511713652
2024-10-01,0.1282880245526068
2024-11-01,0.012623535024336885
2024-12-01,-0.281637426223903
