,top1_return
2016-01-01,0.014719025970095778
2016-02-01,-0.028896279302166206
2016-03-01,-0.07305372811959743
2016-04-01,-0.03147116291896601
2016-05-01,-0.08357790892394379
2016-06-01,0.002876155774442557
2016-07-01,0.09694622819825605
2016-08-01,-0.12291204098923791
2016-09-01,-0.06369653709332035
2016-10-01,-0.021021614907356212
2016-11-01,0.20781344659597134
2016-12-01,0.05273752112089736
2017-01-01,0.00023401011355494994
2017-02-01,-0.20346716220561134
2017-03-01,0.24910640727006528
2017-04-01,-0.06900857910779312
2017-05-01,-0.10098150163212005
2017-06-01,0.055823475126020705
2017-07-01,-0.06895090857509201
2017-08-01,0.055289680353952875
2017-09-01,-0.0050058812471622804
2017-10-01,-0.08257278302271409
2017-11-01,0.016475154220854327
2017-12-01,0.03320484998141726
2018-01-01,-0.1604048024957645
2018-02-01,0.09942370959473568
2018-03-01,0.247885391940593
2018-04-01,0.05122872066106865
2018-05-01,-0.06373721350592909
2018-06-01,0.1130204285375207
2018-07-01,0.04453086673338147
2018-08-01,0.06257065920037297
2018-09-01,-0.029871212606623954
2018-10-01,0.03268491384470962
2018-11-01,-0.05992130366787085
2018-12-01,-0.09775025285264816
2019-01-01,0.12333762598405507
2019-02-01,-0.025595149692287933
2019-03-01,-0.01084758921639617
2019-04-01,0.1423662617965089
2019-05-01,0.12975636361403264
2019-06-01,-0.0009429745932506561
2019-07-01,-0.10706569091566309
2019-08-01,0.12999441880247598
2019-09-01,0.04900439228458153
2019-10-01,0.1370300342195654
2019-11-01,-0.009424779717865706
2019-12-01,-0.12291301393046983
2020-01-01,-0.026606441237305267
2020-02-01,0.11730551642948206
2020-03-01,0.39122002608668005
2020-04-01,0.0743193761810319
2020-05-01,-0.38981736751759066
2020-06-01,0.06097262167245132
2020-07-01,-0.18594444401942145
2020-08-01,-0.079684031326266
2020-09-01,-0.07636845524353586
2020-10-01,0.2377537375921992
2020-11-01,-0.023574761719011628
2020-12-01,-0.3138642405578752
2021-01-01,-0.09907682710162802
2021-02-01,0.04592378083409843
2021-03-01,0.1530334399172799
2021-04-01,-0.11418887155422519
2021-05-01,0.11378507564031981
2021-06-01,-0.09430097486893407
2021-07-01,-0.033160692189898144
2021-08-01,-0.06085422317999589
2021-09-01,0.0818014973687573
2021-10-01,-0.04198259022484385
2021-11-01,0.01248830498483211
2021-12-01,0.3950396838931407
2022-01-01,-0.03010510965181379
2022-02-01,-0.11264674070852887
2022-03-01,-0.1386286169956773
2022-04-01,-0.010890322355274984
2022-05-01,-0.1597761472043051
2022-06-01,0.2296416622419568
2022-07-01,-0.011650145687104319
2022-08-01,-0.1376186146525935
2022-09-01,-0.21378170592065615
2022-10-01,-0.12182641379520542
2022-11-01,0.04824595874721438
2022-12-01,0.33461500304401537
2023-01-01,-0.02584801366104761
2023-02-01,-0.09028060891487388
2023-03-01,-0.06374455475008822
2023-04-01,-0.010546968344455232
2023-05-01,-0.045852669478035235
2023-06-01,-0.238893702690278
2023-07-01,-0.05887256119903139
2023-08-01,-0.06650815019265455
2023-09-01,0.012396639109971908
2023-10-01,-0.022200172544617924
2023-11-01,0.15050177119924735
2023-12-01,0.0896696899144922
2024-01-01,-0.0811809447866112
2024-02-01,0.04242597824298455
2024-03-01,-0.14620655009091876
2024-04-01,-0.07960173674041338
2024-05-01,-0.04059313987694024
2024-06-01,0.08288660168271522
2024-07-01,0.27565571941443956
2024-08-01,-0.04055495891623251
2024-09-01,0.014153559154852946
2024-10-01,-0.08008341690406207
2024-11-01,0.03445243138342047
2024-12-01,-0.1912636180324614
