ticker,year,month,return,contract,start_date,start_value,end_date,end_value
SB,1999,1,-0.06589861751152071,SB_1999-03,1999-01-04,542.5,1999-01-29,506.75
SB,1999,2,-0.11379310344827587,SB_1999-03,1999-02-01,507.5,1999-02-26,449.75
SB,1999,3,0.05737704918032782,SB_1999-05,1999-03-01,457.5,1999-03-31,483.75
SB,1999,4,-0.017525773195876337,SB_1999-05,1999-04-01,485.0,1999-04-30,476.5
SB,1999,5,-0.05233453052847614,SB_1999-07,1999-05-03,487.25,1999-05-28,461.75
SB,1999,6,-0.014285714285714235,SB_1999-07,1999-06-01,455.0,1999-06-30,448.5
SB,1999,7,-0.04189636163175303,SB_1999-08,1999-07-01,453.5,1999-07-30,434.5
SB,1999,8,0.07528089887640443,SB_1999-09,1999-08-02,445.0,1999-08-31,478.5
SB,1999,9,0.019190871369294538,SB_1999-11,1999-09-01,482.0,1999-09-30,491.25
SB,1999,10,-0.0417515274949084,SB_1999-11,1999-10-01,491.0,1999-10-29,470.5
SB,1999,11,-0.012953367875647714,SB_2000-01,1999-11-01,482.5,1999-11-30,476.25
SB,1999,12,-0.03349031920460488,SB_2000-01,1999-12-01,477.75,1999-12-30,461.75
SB,2000,1,0.07513227513227516,SB_2000-03,2000-01-03,472.5,2000-01-31,508.0
SB,2000,2,-0.013287401574803126,SB_2000-03,2000-02-01,508.0,2000-02-29,501.25
SB,2000,3,0.06960784313725488,SB_2000-05,2000-03-01,510.0,2000-03-31,545.5
SB,2000,4,-0.032169117647058876,SB_2000-05,2000-04-03,544.0,2000-04-28,526.5
SB,2000,5,-0.052631578947368474,SB_2000-07,2000-05-01,546.25,2000-05-31,517.5
SB,2000,6,-0.08787010506208215,SB_2000-07,2000-06-01,523.5,2000-06-30,477.5
SB,2000,7,-0.07612635939927503,SB_2000-08,2000-07-03,482.75,2000-07-31,446.0
SB,2000,8,0.1043526785714286,SB_2000-09,2000-08-01,448.0,2000-08-31,494.75
SB,2000,9,-0.02290836653386452,SB_2000-11,2000-09-01,502.0,2000-09-29,490.5
SB,2000,10,-0.05595482546201236,SB_2000-11,2000-10-02,487.0,2000-10-31,459.75
SB,2000,11,0.07659574468085117,SB_2001-01,2000-11-01,470.0,2000-11-30,506.0
SB,2000,12,-0.011869436201780381,SB_2001-01,2000-12-01,505.5,2000-12-29,499.5
SB,2001,1,-0.09901960784313724,SB_2001-03,2001-01-02,510.0,2001-01-31,459.5
SB,2001,2,-0.010365521003818823,SB_2001-03,2001-02-01,458.25,2001-02-28,453.5
SB,2001,3,-0.0603070175438597,SB_2001-05,2001-03-01,456.0,2001-03-30,428.5
SB,2001,4,0.005208333333333259,SB_2001-05,2001-04-02,432.0,2001-04-30,434.25
SB,2001,5,0.029680365296803624,SB_2001-07,2001-05-01,438.0,2001-05-31,451.0
SB,2001,6,0.056955093099671394,SB_2001-07,2001-06-01,456.5,2001-06-29,482.5
SB,2001,7,0.08175105485232059,SB_2001-08,2001-07-02,474.0,2001-07-31,512.75
SB,2001,8,-0.05980392156862746,SB_2001-09,2001-08-01,510.0,2001-08-31,479.5
SB,2001,9,-0.0676652892561983,SB_2001-11,2001-09-04,484.0,2001-09-28,451.25
SB,2001,10,-0.04883462819089901,SB_2001-11,2001-10-01,450.5,2001-10-31,428.5
SB,2001,11,0.019495412844036775,SB_2002-01,2001-11-01,436.0,2001-11-30,444.5
SB,2001,12,-0.0571108622620381,SB_2002-01,2001-12-03,446.5,2001-12-31,421.0
SB,2002,1,0.017139479905437405,SB_2002-03,2002-01-02,423.0,2002-01-31,430.25
SB,2002,2,0.01810747663551404,SB_2002-03,2002-02-01,428.0,2002-02-28,435.75
SB,2002,3,0.08238636363636354,SB_2002-05,2002-03-01,440.0,2002-03-28,476.25
SB,2002,4,-0.030922431865828104,SB_2002-05,2002-04-01,477.0,2002-04-30,462.25
SB,2002,5,0.08940042826552452,SB_2002-07,2002-05-01,467.0,2002-05-31,508.75
SB,2002,6,0.05714285714285716,SB_2002-07,2002-06-03,507.5,2002-06-28,536.5
SB,2002,7,0.05778191985088532,SB_2002-08,2002-07-01,536.5,2002-07-31,567.5
SB,2002,8,-0.010619469026548645,SB_2002-09,2002-08-01,565.0,2002-08-30,559.0
SB,2002,9,-0.011322463768115965,SB_2002-11,2002-09-03,552.0,2002-09-30,545.75
SB,2002,10,0.03525641025641035,SB_2002-11,2002-10-01,546.0,2002-10-31,565.25
SB,2002,11,0.01982378854625555,SB_2003-01,2002-11-01,567.5,2002-11-29,578.75
SB,2002,12,-0.023156089193825058,SB_2003-01,2002-12-02,583.0,2002-12-31,569.5
SB,2003,1,-0.006167400881057272,SB_2003-03,2003-01-02,567.5,2003-01-31,564.0
SB,2003,2,0.033124440465532645,SB_2003-03,2003-02-03,558.5,2003-02-28,577.0
SB,2003,3,-0.007772020725388629,SB_2003-05,2003-03-03,579.0,2003-03-31,574.5
SB,2003,4,0.08058925476603118,SB_2003-05,2003-04-01,577.0,2003-04-30,623.5
SB,2003,5,-0.005573248407643283,SB_2003-07,2003-05-01,628.0,2003-05-30,624.5
SB,2003,6,-0.001205787781350498,SB_2003-07,2003-06-02,622.0,2003-06-30,621.25
SB,2003,7,-0.1299019607843137,SB_2003-08,2003-07-01,612.0,2003-07-31,532.5
SB,2003,8,0.13766730401529648,SB_2003-09,2003-08-01,523.0,2003-08-29,595.0
SB,2003,9,0.17171280276816603,SB_2003-11,2003-09-02,578.0,2003-09-30,677.25
SB,2003,10,0.16629955947136565,SB_2003-11,2003-10-01,681.0,2003-10-31,794.25
SB,2003,11,-0.05939054726368154,SB_2004-01,2003-11-03,804.0,2003-11-28,756.25
SB,2003,12,0.03952569169960474,SB_2004-01,2003-12-01,759.0,2003-12-31,789.0
SB,2004,1,0.03211586901763219,SB_2004-03,2004-01-02,794.0,2004-01-30,819.5
SB,2004,2,0.1693548387096775,SB_2004-03,2004-02-02,806.0,2004-02-27,942.5
SB,2004,3,0.0523532522474881,SB_2004-05,2004-03-01,945.5,2004-03-31,995.0
SB,2004,4,0.031936127744510934,SB_2004-05,2004-04-01,1002.0,2004-04-30,1034.0
SB,2004,5,-0.19723865877712032,SB_2004-07,2004-05-03,1014.0,2004-05-28,814.0
SB,2004,6,0.03356481481481488,SB_2004-07,2004-06-01,864.0,2004-06-30,893.0
SB,2004,7,-0.24305555555555558,SB_2004-08,2004-07-01,792.0,2004-07-30,599.5
SB,2004,8,0.09467713787085508,SB_2004-09,2004-08-02,573.0,2004-08-31,627.25
SB,2004,9,-0.17268445839874413,SB_2004-11,2004-09-01,637.0,2004-09-30,527.0
SB,2004,10,-0.002835538752362976,SB_2004-11,2004-10-01,529.0,2004-10-29,527.5
SB,2004,11,0.008962264150943478,SB_2005-01,2004-11-01,530.0,2004-11-30,534.75
SB,2004,12,0.021921641791044832,SB_2005-01,2004-12-01,536.0,2004-12-30,547.75
SB,2005,1,-0.047641073080481044,SB_2005-03,2005-01-03,540.5,2005-01-31,514.75
SB,2005,2,0.19398642095053353,SB_2005-03,2005-02-01,515.5,2005-02-28,615.5
SB,2005,3,0.0153721682847896,SB_2005-05,2005-03-01,618.0,2005-03-31,627.5
SB,2005,4,-0.010782747603833909,SB_2005-05,2005-04-01,626.0,2005-04-29,619.25
SB,2005,5,0.10251215559157223,SB_2005-07,2005-05-02,617.0,2005-05-31,680.25
SB,2005,6,-0.03658536585365857,SB_2005-07,2005-06-01,676.5,2005-06-30,651.75
SB,2005,7,0.0026119402985074203,SB_2005-08,2005-07-01,670.0,2005-07-29,671.75
SB,2005,8,-0.13202662721893488,SB_2005-09,2005-08-01,676.0,2005-08-31,586.75
SB,2005,9,-0.052479338842975176,SB_2005-11,2005-09-01,605.0,2005-09-30,573.25
SB,2005,10,-0.01267482517482521,SB_2005-11,2005-10-03,572.0,2005-10-31,564.75
SB,2005,11,-0.03543647363872082,SB_2006-01,2005-11-01,578.5,2005-11-30,558.0
SB,2005,12,0.08273381294964022,SB_2006-01,2005-12-01,556.0,2005-12-30,602.0
SB,2006,1,-0.05033959248901321,SB_2006-03,2006-01-03,625.75,2006-01-31,594.25
SB,2006,2,-0.009812286689419802,SB_2006-03,2006-02-01,586.0,2006-02-28,580.25
SB,2006,3,-0.02971137521222411,SB_2006-05,2006-03-01,589.0,2006-03-31,571.5
SB,2006,4,0.032073813708260124,SB_2006-05,2006-04-03,569.0,2006-04-28,587.25
SB,2006,5,-0.038971807628524036,SB_2006-07,2006-05-01,603.0,2006-05-31,579.5
SB,2006,6,0.03165654813529928,SB_2006-07,2006-06-01,576.5,2006-06-30,594.75
SB,2006,7,-0.04372937293729373,SB_2006-08,2006-07-03,606.0,2006-07-31,579.5
SB,2006,8,-0.06669535283993111,SB_2006-09,2006-08-01,581.0,2006-08-31,542.25
SB,2006,9,-0.017055655296229766,SB_2006-11,2006-09-01,557.0,2006-09-29,547.5
SB,2006,10,0.13969258589511746,SB_2006-11,2006-10-02,553.0,2006-10-31,630.25
SB,2006,11,0.05787037037037046,SB_2007-01,2006-11-01,648.0,2006-11-30,685.5
SB,2006,12,-0.0007309941520468044,SB_2007-01,2006-12-01,684.0,2006-12-29,683.5
SB,2007,1,0.04124457308248908,SB_2007-03,2007-01-03,691.0,2007-01-31,719.5
SB,2007,2,0.06581667815299785,SB_2007-03,2007-02-01,725.5,2007-02-28,773.25
SB,2007,3,-0.015837104072398245,SB_2007-05,2007-03-01,773.5,2007-03-30,761.25
SB,2007,4,-0.036375661375661394,SB_2007-05,2007-04-02,756.0,2007-04-30,728.5
SB,2007,5,0.088791357191087,SB_2007-07,2007-05-01,740.5,2007-05-31,806.25
SB,2007,6,0.05459057071960305,SB_2007-07,2007-06-01,806.0,2007-06-29,850.0
SB,2007,7,-0.04027617951668583,SB_2007-08,2007-07-02,869.0,2007-07-31,834.0
SB,2007,8,0.024793388429751984,SB_2007-09,2007-08-01,847.0,2007-08-31,868.0
SB,2007,9,0.10507246376811596,SB_2007-11,2007-09-04,897.0,2007-09-28,991.25
SB,2007,10,0.014056224899598346,SB_2007-11,2007-10-01,996.0,2007-10-31,1010.0
SB,2007,11,0.05675146771037176,SB_2008-01,2007-11-01,1022.0,2007-11-30,1080.0
SB,2007,12,0.11586784550953921,SB_2008-01,2007-12-03,1074.5,2007-12-31,1199.0
SB,2008,1,0.024517684887459756,SB_2008-03,2008-01-02,1244.0,2008-01-31,1274.5
SB,2008,2,0.1890624999999999,SB_2008-03,2008-02-01,1280.0,2008-02-29,1522.0
SB,2008,3,-0.24535140245824139,SB_2008-05,2008-03-03,1586.5,2008-03-31,1197.25
SB,2008,4,0.16020499108734398,SB_2008-05,2008-04-01,1122.0,2008-04-30,1301.75
SB,2008,5,0.04884615384615376,SB_2008-07,2008-05-01,1300.0,2008-05-30,1363.5
SB,2008,6,0.18014705882352944,SB_2008-07,2008-06-02,1360.0,2008-06-30,1605.0
SB,2008,7,-0.12546992481203012,SB_2008-08,2008-07-01,1596.0,2008-07-31,1395.75
SB,2008,8,-0.0444763271162123,SB_2008-09,2008-08-01,1394.0,2008-08-29,1332.0
SB,2008,9,-0.17063492063492058,SB_2008-11,2008-09-02,1260.0,2008-09-30,1045.0
SB,2008,10,-0.1162846227316141,SB_2008-11,2008-10-01,1047.0,2008-10-31,925.25
SB,2008,11,-0.054603854389721596,SB_2009-01,2008-11-03,934.0,2008-11-28,883.0
SB,2008,12,0.13448074679113176,SB_2009-01,2008-12-01,857.0,2008-12-31,972.25
SB,2009,1,0.010309278350515427,SB_2009-03,2009-01-02,970.0,2009-01-30,980.0
SB,2009,2,-0.09845360824742266,SB_2009-03,2009-02-02,970.0,2009-02-27,874.5
SB,2009,3,0.11934156378600824,SB_2009-05,2009-03-02,850.5,2009-03-31,952.0
SB,2009,4,0.11807732497387669,SB_2009-05,2009-04-01,957.0,2009-04-30,1070.0
SB,2009,5,0.12227488151658772,SB_2009-07,2009-05-01,1055.0,2009-05-29,1184.0
SB,2009,6,0.0201747088186357,SB_2009-07,2009-06-01,1202.0,2009-06-30,1226.25
SB,2009,7,-0.004389815627743654,SB_2009-08,2009-07-01,1139.0,2009-07-31,1134.0
SB,2009,8,0.0009099181073703999,SB_2009-09,2009-08-03,1099.0,2009-08-31,1100.0
SB,2009,9,-0.056968463886063025,SB_2009-11,2009-09-01,983.0,2009-09-30,927.0
SB,2009,10,0.05729729729729738,SB_2009-11,2009-10-01,925.0,2009-10-30,978.0
SB,2009,11,0.07774390243902429,SB_2010-01,2009-11-02,984.0,2009-11-30,1060.5
SB,2009,12,-0.026906878802058998,SB_2010-01,2009-12-01,1068.5,2009-12-31,1039.75
SB,2010,1,-0.1433926897844423,SB_2010-03,2010-01-04,1067.0,2010-01-29,914.0
