ticker,year,month,return,contract,start_date,start_value,end_date,end_value
NG,1999,1,-0.10396039603960394,NG_1999-02,1999-01-04,2.02,1999-01-27,1.81
NG,1999,2,-0.03699421965317917,NG_1999-03,1999-02-01,1.73,1999-02-24,1.666
NG,1999,3,0.12242424242424255,NG_1999-04,1999-03-01,1.65,1999-03-29,1.852
NG,1999,4,0.16295195641406623,NG_1999-05,1999-04-01,2.019,1999-04-28,2.348
NG,1999,5,-0.0017937219730941312,NG_1999-06,1999-05-03,2.23,1999-05-26,2.226
NG,1999,6,-0.047578947368421054,NG_1999-07,1999-06-01,2.375,1999-06-28,2.262
NG,1999,7,0.08601252609603338,NG_1999-08,1999-07-01,2.395,1999-07-28,2.601
NG,1999,8,0.1356330850646803,NG_1999-09,1999-08-02,2.551,1999-08-30,2.897
NG,1999,9,-0.0918765519687832,NG_1999-10,1999-09-01,2.819,1999-09-28,2.56
NG,1999,10,0.1284671532846715,NG_1999-11,1999-10-01,2.74,1999-10-27,3.092
NG,1999,11,-0.26260869565217393,NG_1999-12,1999-11-01,2.875,1999-11-24,2.12
NG,1999,12,0.011216566005176842,NG_2000-01,1999-12-01,2.318,1999-12-28,2.344
NG,2000,1,0.22110091743119265,NG_2000-02,2000-01-04,2.18,2000-01-31,2.662
NG,2000,2,-0.05705816969247868,NG_2000-03,2000-02-01,2.699,2000-02-28,2.545
NG,2000,3,0.030195381882770933,NG_2000-04,2000-03-01,2.815,2000-03-29,2.9
NG,2000,4,0.07443478260869574,NG_2000-05,2000-04-03,2.875,2000-04-26,3.089
NG,2000,5,0.38771653543307094,NG_2000-06,2000-05-01,3.175,2000-05-30,4.406
NG,2000,6,0.004598758335249364,NG_2000-07,2000-06-01,4.349,2000-06-28,4.369
NG,2000,7,-0.10538641686182659,NG_2000-08,2000-07-05,4.27,2000-07-27,3.82
NG,2000,8,0.2249336870026526,NG_2000-09,2000-08-01,3.77,2000-08-29,4.618
NG,2000,9,0.11129707112970721,NG_2000-10,2000-09-01,4.78,2000-09-27,5.312
NG,2000,10,-0.14723004694835673,NG_2000-11,2000-10-02,5.325,2000-10-31,4.541
NG,2000,11,0.32803532008830016,NG_2000-12,2000-11-01,4.53,2000-11-28,6.016
NG,2000,12,0.5169478644170848,NG_2001-01,2000-12-01,6.579,2000-12-29,9.98
