,top1_return_gps
2016-01-01,0.13482713889656384
2016-02-01,-0.0070724048205631496
2016-03-01,-0.02905539097223442
2016-04-01,-0.06834806377534652
2016-05-01,0.10637269413665895
2016-06-01,-0.0745812350580135
2016-07-01,-0.20552492637981068
2016-08-01,-0.01094252590445366
2016-09-01,0.012694754380333517
2016-10-01,-0.06751996937485127
2016-11-01,-0.11599289836344495
2016-12-01,-0.12178637034376028
2017-01-01,-0.14107995688392316
2017-02-01,-0.03483135026222173
2017-03-01,-0.0280583528916043
2017-04-01,0.12012316501713483
2017-05-01,-0.02727890277408651
2017-06-01,-0.19233343676564862
2017-07-01,-0.021564175735950708
2017-08-01,0.05081499048544935
2017-09-01,0.028602781670782562
2017-10-01,-0.01052594245603844
2017-11-01,0.035882759831238786
2017-12-01,0.025295303854485196
2018-01-01,0.03758488730509946
2018-02-01,0.013791958317163733
2018-03-01,0.16053350124390087
2018-04-01,-0.0366158208231393
2018-05-01,-0.15947853157230307
2018-06-01,0.0956267147200307
2018-07-01,-0.23418263081088597
2018-08-01,-0.12636056397280937
2018-09-01,0.0005231740682756225
2018-10-01,0.13060699935474163
2018-11-01,0.14623545378112857
2018-12-01,0.41501653254050774
2019-01-01,-0.09252029283747987
2019-02-01,0.0024197496032258847
2019-03-01,-0.05478290427535171
2019-04-01,-0.11463599155433091
2019-05-01,0.09648213278504159
2019-06-01,-0.03910475057120466
2019-07-01,-0.04014060517832052
2019-08-01,-0.14008538984874186
2019-09-01,-0.06099591603101373
2019-10-01,-0.179179829767242
2019-11-01,0.11115879980586452
2019-12-01,-0.23801007120488926
2020-01-01,0.03563506994355281
2020-02-01,0.2170608352397343
2020-03-01,-0.038207790174481615
2020-04-01,0.11266204457406537
2020-05-01,-0.2912876912781368
2020-06-01,-0.02693838579364083
2020-07-01,-0.13602038449325782
2020-08-01,-0.0436559446042416
2020-09-01,-0.15116655330874995
2020-10-01,0.0058697826615323745
2020-11-01,-0.4641210942923093
2020-12-01,-0.16578989209411021
2021-01-01,-0.06296794485740365
2021-02-01,-0.02091529600732378
2021-03-01,-0.015837066536999567
2021-04-01,0.005997244449925665
2021-05-01,-0.0775133831796696
2021-06-01,-0.01686882115932764
2021-07-01,0.08531630470179041
2021-08-01,-0.1873149782504544
2021-09-01,0.11255543810743274
2021-10-01,-0.11456178637099279
2021-11-01,0.0699478001008742
2021-12-01,0.07181503527907629
2022-01-01,-0.024672443271252398
2022-02-01,0.15912759552225397
2022-03-01,-0.19871616378196766
2022-04-01,-0.014181209610754753
2022-05-01,0.11150751163325201
2022-06-01,0.05609470718388754
2022-07-01,-0.10167516044942326
2022-08-01,0.06015968933840243
2022-09-01,-0.04912615081737681
2022-10-01,0.1113740558910481
2022-11-01,0.025864970468389092
2022-12-01,0.5164247838473455
2023-01-01,-0.08456824485130887
2023-02-01,-0.367729012788542
2023-03-01,-0.23540176544247537
2023-04-01,-0.0351796370793761
2023-05-01,0.06503313280737988
2023-06-01,0.07253891371464305
2023-07-01,0.05107126918285365
2023-08-01,-0.014758742967410754
2023-09-01,0.07695201001626728
2023-10-01,-0.03689888848383249
2023-11-01,-0.0595675355638271
2023-12-01,0.1997257783192421
2024-01-01,0.1420854708296675
2024-02-01,-0.07398779469540606
2024-03-01,-0.49620573351302777
2024-04-01,-0.007986437561358972
2024-05-01,-0.0072445649057995
2024-06-01,0.15242997399061697
2024-07-01,0.0941214640437078
2024-08-01,0.05122974374717537
2024-09-01,-0.0542026404572159
2024-10-01,-0.11273038504510413
2024-11-01,-0.08271825255551324
2024-12-01,0.1317856095278238
