,top1_return_gps
2016-01-01,0.13482713889656384
2016-02-01,-0.083602613057841
2016-03-01,0.055081499696457925
2016-04-01,-0.06834806377534652
2016-05-01,-0.22812366477546986
2016-06-01,0.026991712543868118
2016-07-01,0.06708183302638626
2016-08-01,0.06183892515898726
2016-09-01,0.05375714479831806
2016-10-01,0.07371111627365945
2016-11-01,-0.09935588050190214
2016-12-01,-0.13401088378701465
2017-01-01,-0.14107995688392316
2017-02-01,0.06539410370303389
2017-03-01,-0.0280583528916043
2017-04-01,0.0958561942370042
2017-05-01,-0.02727890277408651
2017-06-01,0.01581883094428549
2017-07-01,-0.1026435976463902
2017-08-01,0.14561858367224056
2017-09-01,0.06809530066178526
2017-10-01,0.08194416016897077
2017-11-01,0.10443903817621503
2017-12-01,0.1965973069480802
2018-01-01,-0.06381103282289846
2018-02-01,0.013791958317163733
2018-03-01,0.051461179407084945
2018-04-01,-0.008932148914391091
2018-05-01,0.030944245830073713
2018-06-01,0.1451789813015114
2018-07-01,-0.03275413755208145
2018-08-01,0.021703509775518715
2018-09-01,-0.03406971906881284
2018-10-01,0.13060699935474163
2018-11-01,-0.0008610608629752159
2018-12-01,0.05009177890555305
2019-01-01,-0.054815286641311856
2019-02-01,-0.11181596407519234
2019-03-01,-0.05478290427535171
2019-04-01,-0.016343872379152025
2019-05-01,-0.0024245450448946437
2019-06-01,-0.015046837288535286
2019-07-01,0.06365073980142211
2019-08-01,0.06697502446607384
2019-09-01,-0.027446408957863877
2019-10-01,0.09666368836898398
2019-11-01,0.5078245869194042
2019-12-01,-0.13756666771941717
2020-01-01,0.09279658401536439
2020-02-01,0.06142061755748873
2020-03-01,0.08568234989450363
2020-04-01,-0.06177990617310258
2020-05-01,-0.14856751199231888
2020-06-01,-0.03248942710223346
2020-07-01,0.20533795165809
2020-08-01,-0.008634132871851996
2020-09-01,-0.16023921700870425
2020-10-01,0.09655776152561013
2020-11-01,0.09377266033289433
2020-12-01,-0.105148370565874
2021-01-01,-0.13531197888764923
2021-02-01,-0.05507485091522657
2021-03-01,0.12896479551015338
2021-04-01,-0.06025992794887147
2021-05-01,-0.0775133831796696
2021-06-01,-0.01686882115932764
2021-07-01,0.07156059334214793
2021-08-01,-0.1873149782504544
2021-09-01,0.11255543810743274
2021-10-01,-0.11456178637099279
2021-11-01,0.0699478001008742
2021-12-01,0.07181503527907629
2022-01-01,-0.024672443271252398
2022-02-01,0.15912759552225397
2022-03-01,-0.04809622228828214
2022-04-01,-0.014181209610754753
2022-05-01,0.038565153733468804
2022-06-01,0.05609470718388754
2022-07-01,-0.10167516044942326
2022-08-01,0.06015968933840243
2022-09-01,-0.04912615081737681
2022-10-01,0.24990022288099412
2022-11-01,0.025864970468389092
2022-12-01,0.5164247838473455
2023-01-01,-0.08456824485130887
2023-02-01,-0.367729012788542
2023-03-01,-0.05949015405438318
2023-04-01,-0.09717977012290169
2023-05-01,0.3809500154785581
2023-06-01,-0.13810432737278733
2023-07-01,-0.16427951410465058
2023-08-01,-0.0490196084543526
2023-09-01,0.008373213278979552
2023-10-01,-0.16683747984403607
2023-11-01,0.015537564802643677
2023-12-01,-0.05098813185413398
2024-01-01,-0.11297223686143554
2024-02-01,0.0447046842221146
2024-03-01,0.08999404040492665
2024-04-01,0.012074671664702885
2024-05-01,0.0039598777803506735
2024-06-01,-0.07956588213281135
2024-07-01,0.11059400247611673
2024-08-01,-0.1965340912620338
2024-09-01,-0.11328701261550655
2024-10-01,-0.11273038504510413
2024-11-01,0.012674593805670709
2024-12-01,0.09873410543300509
