ticker,year,month,contract_file,avg_vol,return,start_date,start_value,end_date,end_value
ZO,2001,7,ZO_2001-09.csv,1139.2857142857142,0.2949308755760369,2001-07-02,108.5,2001-07-31,140.5
ZO,2001,9,ZO_2001-12.csv,1084.611111111111,0.16783216783216792,2001-09-04,143.0,2001-09-28,167.0
ZO,2001,10,ZO_2001-12.csv,1130.7826086956522,0.14244604316546772,2001-10-01,173.75,2001-10-31,198.5
ZO,2001,11,ZO_2002-03.csv,1014.7142857142857,0.11717709720372826,2001-11-01,187.75,2001-11-30,209.75
ZO,2001,12,ZO_2002-03.csv,1493.2105263157894,-0.06785714285714284,2001-12-03,210.0,2001-12-31,195.75
ZO,2002,1,ZO_2002-03.csv,1577.5238095238096,-0.01717791411042946,2002-01-02,203.75,2002-01-31,200.25
ZO,2002,3,ZO_2002-05.csv,1041.15,-0.014851485148514865,2002-03-01,202.0,2002-03-28,199.0
ZO,2002,9,ZO_2002-12.csv,1008.85,0.14459459459459456,2002-09-03,185.0,2002-09-30,211.75
ZO,2002,10,ZO_2002-12.csv,1133.0869565217392,-0.01794258373205737,2002-10-01,209.0,2002-10-31,205.25
ZO,2003,3,ZO_2003-05.csv,1002.6190476190476,-0.06888068880688802,2003-03-03,203.25,2003-03-31,189.25
ZO,2003,9,ZO_2003-12.csv,1177.3333333333333,0.010452961672473782,2003-09-02,143.5,2003-09-30,145.0
ZO,2003,10,ZO_2003-12.csv,1269.0454545454545,-0.02076124567474047,2003-10-01,144.5,2003-10-31,141.5
ZO,2003,12,ZO_2004-03.csv,1132.8636363636363,0.005154639175257714,2003-12-01,145.5,2003-12-31,146.25
ZO,2004,1,ZO_2004-03.csv,1350.25,0.03125,2004-01-02,152.0,2004-01-30,156.75
ZO,2004,3,ZO_2004-05.csv,1380.3478260869565,0.07407407407407418,2004-03-01,162.0,2004-03-31,174.0
ZO,2004,5,ZO_2004-07.csv,1273.8,-0.1699438202247191,2004-05-03,178.0,2004-05-28,147.75
ZO,2004,9,ZO_2004-12.csv,1385.6190476190477,-0.0415282392026578,2004-09-01,150.5,2004-09-30,144.25
ZO,2005,1,ZO_2005-03.csv,1039.75,0.07211538461538458,2005-01-03,156.0,2005-01-31,167.25
ZO,2005,3,ZO_2005-05.csv,1166.1363636363637,0.032733224222585955,2005-03-01,152.75,2005-03-31,157.75
ZO,2005,10,ZO_2005-12.csv,1098.2857142857142,-0.020061728395061706,2005-10-03,162.0,2005-10-31,158.75
ZO,2005,12,ZO_2006-03.csv,1084.142857142857,0.07586206896551717,2005-12-01,181.25,2005-12-30,195.0
ZO,2006,5,ZO_2006-07.csv,1228.6818181818182,-0.044619422572178435,2006-05-01,190.5,2006-05-31,182.0
ZO,2006,7,ZO_2006-12.csv,1042.25,0.020565552699228773,2006-07-03,194.5,2006-07-31,198.5
ZO,2006,8,ZO_2006-12.csv,1015.695652173913,-0.03904282115869018,2006-08-01,198.5,2006-08-31,190.75
ZO,2006,9,ZO_2006-12.csv,1161.55,0.07984293193717273,2006-09-01,191.0,2006-09-29,206.25
ZO,2006,10,ZO_2006-12.csv,1353.7727272727273,0.13317191283292984,2006-10-02,206.5,2006-10-31,234.0
ZO,2006,11,ZO_2007-03.csv,1032.4761904761904,0.0934959349593496,2006-11-01,246.0,2006-11-30,269.0
ZO,2007,1,ZO_2007-03.csv,1167.1,-0.06454545454545457,2007-01-03,275.0,2007-01-31,257.25
ZO,2007,3,ZO_2007-05.csv,1101.7272727272727,0.06756756756756754,2007-03-01,259.0,2007-03-30,276.5
ZO,2007,7,ZO_2007-12.csv,1003.6666666666666,0.002767527675276771,2007-07-02,271.0,2007-07-31,271.75
ZO,2007,9,ZO_2007-12.csv,1113.1052631578948,0.12306201550387597,2007-09-04,258.0,2007-09-28,289.75
ZO,2007,11,ZO_2008-03.csv,1058.095238095238,-0.05823627287853572,2007-11-01,300.5,2007-11-30,283.0
ZO,2008,1,ZO_2008-03.csv,1737.5714285714287,0.07510204081632654,2008-01-02,306.25,2008-01-31,329.25
ZO,2008,2,ZO_2008-05.csv,1552.0,0.2796173657100809,2008-02-01,339.75,2008-02-29,434.75
ZO,2008,3,ZO_2008-05.csv,1406.5,-0.14655172413793105,2008-03-03,435.0,2008-03-31,371.25
ZO,2008,4,ZO_2008-07.csv,1057.2727272727273,0.018372703412073532,2008-04-01,381.0,2008-04-30,388.0
ZO,2008,5,ZO_2008-07.csv,1129.904761904762,-0.01799485861182515,2008-05-01,389.0,2008-05-30,382.0
ZO,2008,8,ZO_2008-12.csv,1023.1428571428571,-0.09437499999999999,2008-08-01,400.0,2008-08-29,362.25
ZO,2009,10,ZO_2009-12.csv,1017.1363636363636,0.09227467811158796,2009-10-01,233.0,2009-10-30,254.5
ZO,2010,1,ZO_2010-03.csv,1231.1052631578948,-0.17466063348416294,2010-01-04,276.25,2010-01-29,228.0
