ticker,year,month,contract_file,avg_vol,return,start_date,start_value,end_date,end_value
ZR,2008,2,ZR_2008-05.csv,1131.7,0.18561103810775292,2008-02-01,15.22,2008-02-29,18.045
ZR,2008,4,ZR_2008-07.csv,1279.3181818181818,0.08250497017892644,2008-04-01,20.12,2008-04-30,21.78
ZR,2008,5,ZR_2008-07.csv,1037.1904761904761,-0.11778290993071583,2008-05-01,21.65,2008-05-30,19.1
ZR,2009,12,ZR_2010-03.csv,1132.3636363636363,-0.04428754813863922,2009-12-01,15.58,2009-12-31,14.89
ZR,2010,8,ZR_2010-11.csv,1284.909090909091,0.04951411383618698,2010-08-02,10.805,2010-08-31,11.34
ZR,2010,10,ZR_2011-01.csv,1181.047619047619,0.150390625,2010-10-01,12.8,2010-10-29,14.725
ZR,2010,11,ZR_2011-01.csv,1183.2380952380952,-0.05674481821270805,2010-11-01,14.715,2010-11-30,13.88
ZR,2011,1,ZR_2011-03.csv,1266.55,0.08461538461538454,2011-01-03,14.3,2011-01-31,15.51
ZR,2011,2,ZR_2011-05.csv,1884.3684210526317,-0.10148593107809034,2011-02-01,15.815,2011-02-28,14.21
ZR,2011,3,ZR_2011-05.csv,1322.0434782608695,-0.020315236427320582,2011-03-01,14.275,2011-03-31,13.985
ZR,2011,4,ZR_2011-07.csv,1231.85,0.04369101712687873,2011-04-01,14.305,2011-04-29,14.93
ZR,2011,5,ZR_2011-07.csv,1136.2380952380952,-0.022395326192794496,2011-05-02,15.405,2011-05-31,15.06
ZR,2011,7,ZR_2011-09.csv,1104.7,0.08009383378016066,2011-07-01,14.92,2011-07-29,16.115
ZR,2011,9,ZR_2011-11.csv,1107.142857142857,-0.10943606923506422,2011-09-01,17.91,2011-09-30,15.95
ZR,2012,2,ZR_2012-05.csv,1071.75,0.009776536312849249,2012-02-01,14.32,2012-02-29,14.46
ZR,2012,3,ZR_2012-05.csv,1114.9545454545455,0.020387007601935014,2012-03-01,14.47,2012-03-30,14.765
ZR,2012,4,ZR_2012-07.csv,1113.5,0.006318589956767484,2012-04-02,15.035,2012-04-30,15.13
ZR,2012,6,ZR_2012-09.csv,1020.1428571428571,0.0013821700069107656,2012-06-01,14.47,2012-06-29,14.49
