run,direction,strategy,sharpe,sortino,treynor_adj,treynor_raw,information,calmar,cum_ret,mdd_raw,mdd_mag,mer_m,mer_ann
1,long,baseline,0.2592929300527395,0.36323796788536855,0.08255383041990688,0.08255383041990688,0.16434444194245015,0.020133935394924737,0.15688264433590304,-0.8107662417611061,0.8107662417611061,0.00500267350246717,0.06003208202960604
1,long,gps,0.7571318479076191,1.7904574450618729,0.2906260166395487,0.2906260166395487,0.6923688826765104,0.7027650850466981,6.5487423084092615,-0.3583263389337791,0.3583263389337791,0.020988372451932916,0.251860469423195
1,long,weighted,0.314498346221734,0.5353787617244081,0.04580609007854571,0.04580609007854571,,0.09385753951114237,0.3733930927596183,-0.38230923431262975,0.38230923431262975,0.0,0.0
1,short,baseline,-0.25422924865492735,-0.410187033455994,-0.08892133857228413,0.08892133857228413,-0.31430230767268463,-0.14797542449983334,-0.7151275365121944,-0.8800625461865508,0.8800625461865508,-0.010836432962422716,-0.1300371955490726
1,short,gps,-0.06982307987891503,-0.10850204924175307,-0.02864593699182499,0.02864593699182499,-0.16411785540471702,-0.09779035964874146,-0.5485762429306478,-0.8649094168542512,0.8649094168542512,-0.00589660844677076,-0.07075930136124912
2,long,baseline,-0.12184795871156205,-0.1860694122552364,-0.09618315894427146,-0.09618315894427146,-0.24126060408766956,-0.16295025395656265,-0.7515537539660512,-0.8797140929421504,0.8797140929421504,-0.008765683446853174,-0.10518820136223808
2,long,gps,-0.27452490025133,-0.39105261699468147,-0.12314592521905404,-0.12314592521905404,-0.43413912261521004,-0.1896563035541037,-0.7970779564978071,-0.8562866956327061,0.8562866956327061,-0.01286937833046493,-0.15443253996557915
2,long,weighted,0.3658883850740835,0.6926527871897777,0.05175350208542755,0.05175350208542755,,0.12498353556075134,0.4582116900644697,-0.3424693825774352,0.3424693825774352,0.0,0.0
2,short,baseline,0.04505570517593703,0.07031958832193158,0.02042394100808751,-0.02042394100808751,-0.09278303319802299,-0.05461639732223613,-0.301056906248248,-0.7143803978782931,0.7143803978782931,-0.0030737512842920396,-0.036885015411504476
2,short,gps,0.05301598116777565,0.10828263409605822,0.021341072136052686,-0.021341072136052686,-0.058928320847855646,-0.07260935433414029,-0.42535148609039397,-0.8221936547808308,0.8221936547808308,-0.002427889457675077,-0.029134673492100922
3,long,baseline,0.07651671174250574,0.1553871898122118,0.03796410342731467,0.03796410342731467,0.004333001907496224,-0.07074002263179101,-0.42455583891961446,-0.8418767632936037,0.8418767632936037,0.00016929324027907378,0.0020315188833488853
3,long,gps,0.13731762074381085,0.2602648939974653,0.0908107574245981,0.0908107574245981,0.050933881332187375,-0.027155343585959023,-0.17239197985603294,-0.7661290464448965,0.7661290464448965,0.0017015022871525926,0.020418027445831113
3,long,weighted,0.24834054266786862,0.4393540686570679,0.035424226938573576,0.035424226938573576,,0.05935579116772243,0.2563243308323455,-0.43262218057709856,0.43262218057709856,0.0,0.0
3,short,baseline,0.43804245233539674,0.8248197987060292,0.14504966896406957,-0.14504966896406957,0.335475213958042,0.1327325474360738,1.4479285059104305,-0.7879516140831867,0.7879516140831867,0.018501218540873013,0.22201462249047615
3,short,gps,0.013180727175313418,0.018967738763897526,0.005320258044375061,-0.005320258044375061,-0.06102121002989345,-0.0986435108898902,-0.5379839474525461,-0.8334831909511357,0.8334831909511357,-0.002489917145309358,-0.0298790057437123
4,long,baseline,0.4698670968013475,0.8432947963089855,0.16206253234725487,0.16206253234725487,0.36780610487340043,0.16761944070746382,1.8494214994425695,-0.7361004423655109,0.7361004423655109,0.015795783920814134,0.1895494070497696
4,long,gps,0.24268081522511817,0.5377529991869814,0.08205490377004421,0.08205490377004421,0.14549848486550093,-0.030179507877153885,-0.16261958119591713,-0.6470113788471479,0.6470113788471479,0.00769725657324173,0.09236707887890075
4,long,weighted,0.5024382876466096,0.8698921926074418,0.0737951622007858,0.0737951622007858,,0.1817411718103407,0.7628885511272037,-0.357769007228559,0.357769007228559,0.0,0.0
4,short,baseline,-0.12083460686304649,-0.19040030757955442,-0.040360712245918376,0.040360712245918376,-0.2542734941405537,-0.1299863508681979,-0.6757034609861967,-0.9047923151392244,0.9047923151392244,-0.010122704258854453,-0.12147245110625343
4,short,gps,0.2233671555825159,0.4120687393196366,0.10209274328707413,-0.10209274328707413,0.03926799721387225,0.013351847446860125,0.11140754724616264,-0.8841851293544745,0.8841851293544745,0.001580322855603022,0.018963874267236263
5,long,baseline,-0.12336201411554118,-0.18689320610035554,-0.04529696344805963,-0.04529696344805963,-0.22065154797147007,-0.14562591433517655,-0.7123778413500192,-0.8878830974497242,0.8878830974497242,-0.007031589162111433,-0.0843790699453372
5,long,gps,-0.2862693270091595,-0.44680171448145184,-0.1478358887759106,-0.1478358887759106,-0.37280921285923846,-0.2301077072487246,-0.8830533414675781,-0.9219630937452301,0.9219630937452301,-0.013718286649058055,-0.16461943978869667
5,long,weighted,0.24250490384125778,0.35758844860260974,0.03351122210053184,0.03351122210053184,,0.0692813585531073,0.2408042913653916,-0.35020935812097,0.35020935812097,0.0,0.0
5,short,baseline,0.06158718461342675,0.117363501236362,0.025579532557535846,-0.025579532557535846,-0.011541987461981224,-0.07960003399042354,-0.4537019314879783,-0.8162064090563897,0.8162064090563897,-0.0004916797635194267,-0.005900157162233121
5,short,gps,0.13406364422665934,0.333841188869208,0.04363038058000809,-0.04363038058000809,0.07276415474281078,-0.07693416496419384,-0.4537836649029595,-0.8446910760297057,0.8446910760297057,0.004242570924425274,0.050910851093103296
6,long,baseline,0.206628994481453,0.304374944316577,0.1627443878216087,0.1627443878216087,-0.0093849960861682,0.006594150119898445,0.04095839905251575,-0.6778984942787298,0.6778984942787298,-0.000307336397334343,-0.003688036768012116
6,long,gps,0.22024715896155964,0.3448637472934052,0.17351617235385403,0.17351617235385403,0.007740736113441669,0.015304794570984201,0.08572144716079189,-0.5998238694894167,0.5998238694894167,0.0002574469735352829,0.003089363682423395
6,long,weighted,0.65231046737405,0.8630074890867818,0.08487735566349844,0.08487735566349844,,0.22149699143162388,0.9845501743974134,-0.3572486434135659,0.3572486434135659,0.0,0.0
6,short,baseline,-0.06995938337602839,-0.15965329216858015,-0.02816318043076356,0.02816318043076356,-0.2504215207641167,-0.10132602436292458,-0.571409729686273,-0.8866828816483416,0.8866828816483416,-0.009335085657512036,-0.11202102789014443
6,short,gps,0.23887303867453483,0.6800938972266739,0.07776752011945583,-0.07776752011945583,0.0658736189263468,0.02452916517184205,0.1789989088530446,-0.7527606032001346,0.7527606032001346,0.0031814713359735436,0.03817765603168252
7,long,baseline,0.3093649493785622,0.7101936612480205,0.19064622363830488,0.19064622363830488,0.07904045994881755,0.09494851957557852,0.5727123012312973,-0.5434356356341741,0.5434356356341741,0.0030064105713393787,0.03607692685607254
7,long,gps,0.5980542845574611,1.375402663999736,0.32245234633577036,0.32245234633577036,0.3160548972729051,0.34564361799953597,3.1304238717730737,-0.49384746573929683,0.49384746573929683,0.009529700005354937,0.11435640006425925
7,long,weighted,0.7305717287062726,1.1797378585660112,0.10901463540391099,0.10901463540391099,,0.26779090815484463,1.4067244111207295,-0.3827813060126839,0.3827813060126839,0.0,0.0
7,short,baseline,-0.25370464144599875,-0.4159062013514102,-0.07577684974597781,0.07577684974597781,-0.4302727374200155,-0.1899423324046987,-0.7981762080635505,-0.8576554632826897,0.8576554632826897,-0.017393468946902805,-0.20872162736283367
7,short,gps,-0.1798191934061388,-0.3033334838642085,-0.07392139896880484,0.07392139896880484,-0.36319189579971733,-0.19638892481071205,-0.8060585260681697,-0.8483283729796334,0.8483283729796334,-0.01582682821561033,-0.18992193858732395
8,long,baseline,-0.10355909053713318,-0.17933382469080367,-0.054218331264342,-0.054218331264342,-0.18851105117371705,-0.1427801463644678,-0.6202038387417301,-0.7142827919131889,0.7142827919131889,-0.005748022501029041,-0.06897627001234849
8,long,gps,0.650297058674677,1.2485630866791995,0.27701632828335915,0.27701632828335915,0.605563649560595,0.4222961378053999,3.900324183530313,-0.4573583378089886,0.4573583378089886,0.018128247081683528,0.21753896498020234
8,long,weighted,0.21139524604204835,0.3257987120256511,0.029853239573274827,0.029853239573274827,,0.05853602201523083,0.19625908781531543,-0.34355897449142625,0.34355897449142625,0.0,0.0
8,short,baseline,-0.18411909963894002,-0.27472180729057083,-0.06259589871748837,0.06259589871748837,-0.21953556884351266,-0.15910725866001488,-0.6972321199179408,-0.7813584012462997,0.7813584012462997,-0.008008913456932566,-0.09610696148319078
8,short,gps,0.4884939678206706,0.8029785528554008,0.20343680455475618,-0.20343680455475618,0.3494574812574583,0.19086417286876306,1.8029775914576995,-0.6357157003225985,0.6357157003225985,0.013190720996595582,0.158288651959147
9,long,baseline,0.12195312810572265,0.21423350356436688,0.03978221796452501,0.03978221796452501,-0.012879657410978754,-0.06435172936441375,-0.4060640821056366,-0.8740014223177415,0.8740014223177415,-0.0004992627013287197,-0.005991152415944636
9,long,gps,0.21582471499549777,0.4985172056926846,0.08007887329021043,0.08007887329021043,0.07221714640933632,0.014420083058763673,0.09266725030424894,-0.6862303226935469,0.6862303226935469,0.0025421657112648663,0.030505988535178396
9,long,weighted,0.4625842207557632,0.7639597882972664,0.06860734718125358,0.06860734718125358,,0.16797789905818225,0.6794060881027271,-0.35299838684312834,0.35299838684312834,0.0,0.0
9,short,baseline,-0.02039757626643241,-0.03582720152748115,-0.011514691580071693,0.011514691580071693,-0.15907877007651988,-0.11532295060068147,-0.5824076772449448,-0.8018279561068923,0.8018279561068923,-0.006440186732534567,-0.0772822407904148
9,short,gps,-0.13671155773367652,-0.29540768001581647,-0.05013564642644972,0.05013564642644972,-0.2541443470232091,-0.15019848972906205,-0.7068964965045014,-0.8486803992588414,0.8486803992588414,-0.010424357919577092,-0.1250922950349251
10,long,baseline,0.6522643374114789,1.2469170422980211,0.47856828161525206,0.47856828161525206,0.550434580664539,0.4954109824765319,3.0980749415816042,-0.34248920478910583,0.34248920478910583,0.01463214053129351,0.1755856863755221
10,long,gps,0.3807363213411679,0.7563683919886417,0.2392085101035551,0.2392085101035551,0.277107207309122,0.1458357736060045,0.8749243016710961,-0.49602082649985235,0.49602082649985235,0.006829386514261404,0.08195263817113685
10,long,weighted,0.2245207891233539,0.3251922858463942,0.029905573849763493,0.029905573849763493,,0.04835106259880349,0.20863775786173555,-0.4400750479243569,0.4400750479243569,0.0,0.0
10,short,baseline,-0.18588931338925507,-0.3417333354158938,-0.1283566464568101,0.1283566464568101,-0.23641769644424404,-0.16761311463241418,-0.7134995845367422,-0.7736671041245721,0.7736671041245721,-0.008289664185077924,-0.09947597022093509
10,short,gps,-0.013781641845071598,-0.025041039125853023,-0.012217874362981676,0.012217874362981676,-0.08338198178842694,-0.08904311378237635,-0.49475867970847465,-0.8204101878549407,0.8204101878549407,-0.002929039680355553,-0.03514847616426664
11,long,baseline,-0.15279126766432224,-0.29469936717594747,-0.06136090792696891,-0.06136090792696891,-0.319609262056831,-0.16535720694393177,-0.651343270250657,-0.6681340136859943,0.6681340136859943,-0.008839450100047072,-0.10607340120056485
11,long,gps,0.28121246111091025,0.48037818860883863,0.10797311015376343,0.10797311015376343,0.1901763737880919,0.019627078153940516,0.14188822896852704,-0.7566989459157769,0.7566989459157769,0.007252677425407638,0.08703212910489165
11,long,weighted,0.3519175984551278,0.5685485890248787,0.051662428452261905,0.051662428452261905,,0.10802150990571407,0.44563375181329756,-0.38695775073950955,0.38695775073950955,0.0,0.0
11,short,baseline,0.3204748437149789,0.6071011295910644,0.12993647565745003,-0.12993647565745003,0.15130336702013594,0.09944586478300874,0.6075720731486103,-0.5446495327583405,0.5446495327583405,0.005632979750316839,0.06759575700380206
11,short,gps,0.8392835705668781,2.179314534528974,0.337534984127757,-0.337534984127757,0.6204999859001926,0.6449584768808436,11.520916391952035,-0.5026963131063693,0.5026963131063693,0.026518574567747675,0.3182228948129721
12,long,baseline,-0.06489841912635606,-0.09988599123650324,-0.03545485265101317,-0.03545485265101317,-0.1898758382493849,-0.14399504637970842,-0.6946946336872932,-0.8577195442287726,0.8577195442287726,-0.006790387568689301,-0.08148465082427161
12,long,gps,0.5022981353146793,0.871925684536657,0.23861772071837878,0.23861772071837878,0.37875226324612116,0.22699694399014128,1.9923672319174255,-0.5705416213609391,0.5705416213609391,0.011561100075868781,0.13873320091042537
12,long,weighted,0.38795002259554046,0.5404110802746841,0.05278014656291265,0.05278014656291265,,0.1129487616381006,0.47830563791331904,-0.3930098031028937,0.3930098031028937,0.0,0.0
12,short,baseline,0.4563859393040879,0.9396100179020813,0.24067700055570218,-0.24067700055570218,0.30015284840641004,0.19533559546901152,1.7208458431214382,-0.602225832838696,0.602225832838696,0.012319763839721568,0.1478371660766588
12,short,gps,0.8012520483459172,1.3518622297510385,0.2712374831543184,-0.2712374831543184,0.5819361622935678,0.40915710366140357,8.669684008726593,-0.7008026335120977,0.7008026335120977,0.02416182463663696,0.2899418956396435
13,long,baseline,-0.6309236500163096,-1.0148185668171863,-0.38801272473211573,-0.38801272473211573,-0.6488160869952513,-0.2558403003413859,-0.9137994717802156,-0.9318560468307283,0.9318560468307283,-0.018012545715299085,-0.216150548583589
13,long,gps,0.24303805822766117,0.4820106321952337,0.11553950532009247,0.11553950532009247,0.2424763315962046,0.04144208000061154,0.24973321583360653,-0.6051659735840218,0.6051659735840218,0.006938573783348962,0.08326288540018754
13,long,weighted,0.027409855352229513,0.050678508801221024,0.004045346893796281,0.004045346893796281,,-0.014154827791985826,-0.05822610038302389,-0.4693378236737191,0.4693378236737191,0.0,0.0
13,short,baseline,-0.03179590733546319,-0.050495605775385685,-0.012373405280162088,0.012373405280162088,-0.03537565920756536,-0.08797579719162069,-0.4989018963227586,-0.8399989035512058,0.8399989035512058,-0.0012965843267790306,-0.015559011921348367
13,short,gps,0.052729106634435856,0.07857803766607552,0.020156047335150987,-0.020156047335150987,0.03536859457295351,-0.0764074241687433,-0.40826519533537964,-0.7411944690473904,0.7411944690473904,0.0013782574855740234,0.01653908982688828
14,long,baseline,0.11044915322765811,0.20604462663366663,0.03919059261253048,0.03919059261253048,-0.10511374520568496,-0.04014962788613199,-0.2648384557997371,-0.837051251212579,0.837051251212579,-0.0033363690332273957,-0.04003642839872875
14,long,gps,-0.6079059159361987,-0.8916854352099749,-0.2900816246737348,-0.2900816246737348,-0.8718168822214525,-0.2783665122460902,-0.9321937425452862,-0.9284482300825836,0.9284482300825836,-0.025735574416440046,-0.30882689299728056
14,long,weighted,0.6395255492033405,1.0517672562542009,0.085372230651946,0.085372230651946,,0.23143448215268764,0.986981470995538,-0.3425432287201321,0.3425432287201321,0.0,0.0
14,short,baseline,0.07309103673034462,0.11568607580708995,0.022752350888450658,-0.022752350888450658,-0.11154120827425054,-0.07922138286538612,-0.4008032058965295,-0.6982749848051322,0.6982749848051322,-0.0045639620523361055,-0.054767544628033266
14,short,gps,0.38859638535493485,0.8234906081222849,0.11978969716710824,-0.11978969716710824,0.1741517705374135,0.170909950139036,1.1398548303859992,-0.5160707115888881,0.5160707115888881,0.007663250208903575,0.0919590025068429
15,long,baseline,0.19420779472219385,0.4120903713858267,0.08838699493082106,0.08838699493082106,0.09850655314088065,-0.0020338029851836117,-0.015393354696021655,-0.8467825765966052,0.8467825765966052,0.0032850410560981117,0.03942049267317734
15,long,gps,0.3148628322051861,0.537819097965958,0.1815336838230675,0.1815336838230675,0.21568231544435487,0.06917864055013719,0.5272305975125144,-0.6963871822659771,0.6963871822659771,0.007100716148722743,0.08520859378467292
15,long,weighted,0.2922616213828122,0.478469894522692,0.042588283553402155,0.042588283553402155,,0.09581309770817499,0.3345806334170063,-0.34012369883849136,0.34012369883849136,0.0,0.0
15,short,baseline,-0.18155343044676794,-0.26027290186685403,-0.15022633807602015,0.15022633807602015,-0.2552119526511852,-0.1973629105150194,-0.7715958029008779,-0.7667001974899584,0.7667001974899584,-0.009743984053063703,-0.11692780863676444
15,short,gps,0.1449817758196441,0.27887258252392055,0.05286801723859261,-0.05286801723859261,0.04263142629789454,-0.040132368999055756,-0.2348808705902612,-0.7303080384060068,0.7303080384060068,0.0018585638134107454,0.022302765760928944
16,long,baseline,-0.35041725739816004,-0.5246392757280953,-0.16737733391951704,-0.16737733391951704,-0.6959289521644276,-0.20533579600117027,-0.8216335515847681,-0.848943368127639,0.848943368127639,-0.019898312722196446,-0.23877975266635737
16,long,gps,0.6415431055623511,1.7244704071232098,0.3437415039523153,0.3437415039523153,0.41671205163780717,0.4217370499747737,5.569353498919627,-0.5516205887473236,0.5516205887473236,0.015903956215379995,0.19084747458455995
16,long,weighted,0.8030582527972787,1.1979285174391494,0.11358416526899319,0.11358416526899319,,0.2812524057131059,1.5326855689876133,-0.3867426145843985,0.3867426145843985,0.0,0.0
16,short,baseline,-0.7031215410402876,-0.8780209701660506,-0.28201754016007674,0.28201754016007674,-0.8451645320073025,-0.31030963115209836,-0.9599573926560089,-0.9687146500769553,0.9687146500769553,-0.03207851429106866,-0.3849421714928239
16,short,gps,-0.08087724556057958,-0.16084926781386644,-0.031318131803353584,0.031318131803353584,-0.30453439689747985,-0.14205942574870817,-0.6259501182848837,-0.728605673850073,0.728605673850073,-0.012245999496865211,-0.14695199396238254
17,long,baseline,-0.10640999185860538,-0.1731106049132639,-0.04031497769380915,-0.04031497769380915,-0.1392559905689527,-0.1335081549583123,-0.6810183187279522,-0.8930487956267767,0.8930487956267767,-0.004345125517695358,-0.0521415062123443
17,long,gps,0.3187804124393556,0.5341850130610873,0.13332829508662253,0.13332829508662253,0.31739585773443385,0.06788425236446463,0.5618371240908504,-0.7481550544699189,0.7481550544699189,0.009678655106432225,0.1161438612771867
17,long,weighted,0.05850795338084487,0.08920742532370116,0.00877450996880702,0.00877450996880702,,-0.004641181935773283,-0.021637483959778936,-0.523057474976019,0.523057474976019,0.0,0.0
17,short,baseline,0.44821491830495475,1.210234679232156,0.35829613590558157,-0.35829613590558157,0.40043052913097893,0.21488648238641478,2.196108214342296,-0.6413068955434125,0.6413068955434125,0.020534194302742836,0.24641033163291404
17,short,gps,0.26574587001197386,0.5717737909219426,0.09224590644391704,-0.09224590644391704,0.19400469298792902,0.05311542502186533,0.3674657640211836,-0.6661888732792323,0.6661888732792323,0.00713027868516878,0.08556334422202536
18,long,baseline,0.8176986496176799,1.2613335479665317,0.31533296330820937,0.31533296330820937,0.7768449535255285,0.5943965122200218,10.714860841421004,-0.5290468778899384,0.5290468778899384,0.0280804875264399,0.33696585031727877
18,long,gps,0.24820441623512657,0.3525730103324013,0.11139333255722744,0.11139333255722744,0.14365260856684448,0.014622373399454217,0.10925553099868024,-0.7924591289417178,0.7924591289417178,0.004851535770973218,0.05821842925167862
18,long,weighted,0.31659099242398797,0.5095568723561282,0.048907537308973334,0.048907537308973334,,0.11094147267594871,0.3944453037967477,-0.3392328583098827,0.3392328583098827,0.0,0.0
18,short,baseline,-0.32541307743501996,-0.4993266393718701,-0.11090089663118591,0.11090089663118591,-0.3664643954843309,-0.2145887506426944,-0.8357897390266888,-0.8475286755919382,0.8475286755919382,-0.014486933356743758,-0.1738432002809251
18,short,gps,0.5713310275893877,1.6895950183783193,0.17826947250340586,-0.17826947250340586,0.38912709323609757,0.37514661161548996,3.6388692832213883,-0.495523026255724,0.495523026255724,0.018142370535299795,0.21770844642359755
19,long,baseline,-0.3171116654381797,-0.47551791572631663,-0.17505383907929245,-0.17505383907929245,-0.5146961698260328,-0.16482554031084073,-0.7713243227118386,-0.9173709317086586,0.9173709317086586,-0.013991325916143268,-0.1678959109937192
19,long,gps,0.6688737406100924,1.3234538961321378,0.3033462473140901,0.3033462473140901,0.5668702405533088,0.34288972386111066,5.707745326225486,-0.6868021910215163,0.6868021910215163,0.02079177289944274,0.24950127479331285
19,long,weighted,0.41712860905241794,0.6486068542929424,0.06223493114866935,0.06223493114866935,,0.1490221780499897,0.58397760676299,-0.35184500932442686,0.35184500932442686,0.0,0.0
19,short,baseline,-0.23985243746114424,-0.35232885988655027,-0.060103090365004636,0.060103090365004636,-0.31322832253522814,-0.19345825862329774,-0.8095649694557773,-0.8699039317820048,0.8699039317820048,-0.013343428988792207,-0.1601211478655065
19,short,gps,0.031333381836433846,0.05330875405685284,0.011904399541666482,-0.011904399541666482,-0.08992625187100999,-0.1064306115349097,-0.5416211268337326,-0.7800699928757608,0.7800699928757608,-0.00399436363065941,-0.04793236356791292
20,long,baseline,0.5775994528467698,1.2991871617046569,0.27010740877159445,0.27010740877159445,0.4628474528728215,0.4252363628602256,3.986909317516087,-0.45966177688060883,0.45966177688060883,0.01841218259182605,0.2209461911019126
20,long,gps,0.3014588222946162,0.5120984896444155,0.14046273552141056,0.14046273552141056,0.11778480438906705,0.08239013179344401,0.47343530577406745,-0.534130722356928,0.534130722356928,0.003504400449817671,0.04205280539781205
20,long,weighted,0.45438158033483267,0.7505201601135952,0.07199966887821226,0.07199966887821226,,0.17074254515594534,0.7083018018674081,-0.35905365491789165,0.35905365491789165,0.0,0.0
20,short,baseline,0.22039251698216694,0.38098564572710647,0.13584575993580222,-0.13584575993580222,0.006534138356795174,0.03415929094699454,0.18061666097774265,-0.5450865403948316,0.5450865403948316,0.00022285979437866382,0.002674317532543966
20,short,gps,-0.19888425065892987,-0.27222567016286453,-0.0845902304234625,0.0845902304234625,-0.3138433449476093,-0.18065043711528572,-0.7775673980827641,-0.8514383951742059,0.8514383951742059,-0.012675348706144084,-0.152104184473729
