,sharpe,sortino,treynor_adj,information,calmar,cum_ret,mdd_raw,mer_ann
sharpe,1.0,0.9753910911068332,0.8808958642601425,0.9837384615275935,0.9067816914094058,0.6586385983386013,0.8142199088611308,0.973336411529848
sortino,0.9753910911068332,1.0,0.8577990856049401,0.9651512784999241,0.9378691658093635,0.7404810526339548,0.8032371139168288,0.972319186945512
treynor_adj,0.8808958642601425,0.8577990856049401,1.0,0.8753783678839809,0.77671676312487,0.5621984588733151,0.7153089733847127,0.850001143572514
information,0.9837384615275935,0.9651512784999241,0.8753783678839809,1.0,0.8964901548024752,0.6583007818374673,0.8024059751361605,0.9914668272836982
calmar,0.9067816914094058,0.9378691658093635,0.77671676312487,0.8964901548024752,1.0,0.8744936319608031,0.7890850204930098,0.911879104409682
cum_ret,0.6586385983386013,0.7404810526339548,0.5621984588733151,0.6583007818374673,0.8744936319608031,1.0,0.5505012391243819,0.6940996121147182
mdd_raw,0.8142199088611308,0.8032371139168288,0.7153089733847127,0.8024059751361605,0.7890850204930098,0.5505012391243819,1.0,0.7952084397119721
mer_ann,0.973336411529848,0.972319186945512,0.850001143572514,0.9914668272836982,0.911879104409682,0.6940996121147182,0.7952084397119721,1.0
