,sharpe,sortino,treynor_adj,information,calmar,cum_ret,mdd_raw,mer_ann
sharpe,1.0,0.9820117608471842,0.765442332264334,0.9767732160319491,0.9296010029497092,0.6941208919995246,0.7771557126078257,0.9708315711382578
sortino,0.9820117608471842,1.0,0.7466346466857917,0.961552761426974,0.944702049221524,0.7409459469265637,0.7695229847068572,0.9614655239362444
treynor_adj,0.765442332264334,0.7466346466857917,1.0,0.7335512240016439,0.7051791066973058,0.5127530075605636,0.5986198307743351,0.729238520495525
information,0.9767732160319491,0.961552761426974,0.7335512240016439,1.0,0.8996736762958639,0.6731648095889512,0.7449846712388654,0.9933797274595133
calmar,0.9296010029497092,0.944702049221524,0.7051791066973058,0.8996736762958639,1.0,0.8620288979876511,0.7891209465057986,0.9060954806311916
cum_ret,0.6941208919995246,0.7409459469265637,0.5127530075605636,0.6731648095889512,0.8620288979876511,1.0,0.5511221546192965,0.6973326048646237
mdd_raw,0.7771557126078257,0.7695229847068572,0.5986198307743351,0.7449846712388654,0.7891209465057986,0.5511221546192965,1.0,0.7413666315933822
mer_ann,0.9708315711382578,0.9614655239362444,0.729238520495525,0.9933797274595133,0.9060954806311916,0.6973326048646237,0.7413666315933822,1.0
