,sharpe,sortino,treynor,information,calmar,cum_ret,mdd,excess_ret_ann
sharpe,1.0,0.9559737647680011,0.9915493578020974,,0.9926255323233089,0.9878002174735784,0.24007286847757142,
sortino,0.9559737647680011,1.0,0.9801113215234771,,0.9739859034349433,0.9639192479307932,0.26299420997949335,
treynor,0.9915493578020974,0.9801113215234771,1.0,,0.9951502626945753,0.9947566593535252,0.24361070140349425,
information,,,,,,,,
calmar,0.9926255323233089,0.9739859034349433,0.9951502626945753,,1.0,0.9856505725185614,0.32304519641207163,
cum_ret,0.9878002174735784,0.9639192479307932,0.9947566593535252,,0.9856505725185614,1.0,0.20231900146999637,
mdd,0.24007286847757142,0.26299420997949335,0.24361070140349425,,0.32304519641207163,0.20231900146999637,1.0,
excess_ret_ann,,,,,,,,
