direction,run,date,baseline_ticker,gps_ticker,baseline_value,gps_value
long,1,2022-02-01,HO,CC,171.41294757092936,406.195575565283
long,1,2022-03-01,ZW,CO,182.92667044676884,578.8003664312532
long,1,2022-04-01,CT,ZC,223.9443631745097,565.6341634188199
long,1,2022-05-01,HO,SV,225.08950981859996,603.5900995603672
long,1,2022-06-01,CF,LE,234.86619155392083,627.1329529336637
long,1,2022-07-01,GD,SV,233.94364220196175,550.676601833566
long,1,2022-08-01,GD,CO,215.21070163735405,503.4108869979727
long,1,2022-09-01,SU,HO,200.70219596035238,470.0160748102307
long,1,2022-10-01,ZS,CO,214.49467633128617,530.9815774077325
long,1,2022-11-01,CF,CP,205.66194828415493,585.7487442915814
long,1,2022-12-01,CP,LE,206.7438754422574,613.3702405577217
long,1,2023-01-01,SV,CT,170.01030517137812,571.1025979767334
long,1,2023-02-01,HO,HE,161.16295047637536,534.216227884572
long,1,2023-03-01,ZW,LE,144.17204338506352,534.3163180346447
long,1,2023-04-01,CT,SU,137.5316941247354,612.7759164796385
long,1,2023-05-01,HO,ZS,149.7474509896779,564.3540612235336
long,1,2023-06-01,CF,SU,138.18672877506066,466.69723786306855
long,1,2023-07-01,NG,LE,111.31662860324496,452.5019517825923
long,1,2023-08-01,NG,CT,132.41286453565405,520.2656824109445
long,1,2023-09-01,ZW,HO,122.42446749843673,547.6286539178964
long,1,2023-10-01,ZC,CO,126.05926119968929,521.5828341035883
long,1,2023-11-01,CF,SU,139.94836730267994,494.84896555265783
long,1,2023-12-01,GD,SV,145.86493095660265,472.664638570813
long,1,2024-01-01,GD,SU,136.3214905872128,492.4390204109305
long,1,2024-02-01,CC,CO,160.05083312406305,440.381358998999
long,1,2024-03-01,ZW,NG,161.0470593384543,483.09398074523983
long,1,2024-04-01,SU,HE,135.07992701455078,474.9192119939733
long,1,2024-05-01,HO,ZW,102.39069058589277,526.5837569842807
long,1,2024-06-01,CF,CO,97.93715381183591,602.1553148692917
long,1,2024-07-01,NG,LE,70.84729191341717,593.3508202888908
long,1,2024-08-01,NG,HE,97.45576997937789,677.4669159261822
long,1,2024-09-01,LE,ZS,98.99480065581488,759.8797155262178
long,1,2024-10-01,ZC,LE,93.18865918040811,747.3747145825347
long,1,2024-11-01,CF,HO,118.0189555059869,669.0744968160437
long,1,2024-12-01,GD,SV,117.62576587282676,654.4338002442304
short,1,2016-01-01,ZS,LE,956.4596481167591,1018.5666757606608
short,1,2016-02-01,NG,ZW,1429.1051622706111,1098.0454072046655
short,1,2016-03-01,SU,ZC,1255.989048112583,1218.515523629253
short,1,2016-04-01,SU,ZW,1092.3512582560884,1321.5933614344551
short,1,2016-05-01,SU,CT,1030.5048460209384,1422.3058417763407
short,1,2016-06-01,CP,CT,899.5486987263092,1376.3431611314538
short,1,2016-07-01,HO,ZS,990.8187380367682,1600.9040814897955
short,1,2016-08-01,NG,HO,1042.0447912537575,1652.9820201170166
short,1,2016-09-01,HO,CT,1110.3434939108495,1628.2390338262392
short,1,2016-10-01,CF,HO,913.8263043690552,1435.755540849526
short,1,2016-11-01,ZS,CC,963.5795442826451,1427.6710008443335
short,1,2016-12-01,HE,CO,986.5473399968499,1299.8062241610005
short,1,2017-01-01,ZS,LE,892.9931354379756,1238.212789960426
short,1,2017-02-01,NG,CO,987.6580144304999,1177.4250204885927
short,1,2017-03-01,SU,ZC,1110.3244613209417,1291.3002478477213
short,1,2017-04-01,SU,ZW,1100.2565679267361,1364.247480584736
short,1,2017-05-01,SU,ZW,1261.7998319845378,1431.33701539261
short,1,2017-06-01,CP,SV,1330.8911693380617,1497.692570488563
short,1,2017-07-01,HO,ZS,1327.2041818141183,1382.087445395327
short,1,2017-08-01,NG,HO,1034.60004592765,1227.4699282525469
short,1,2017-09-01,HO,ZS,945.9314273440212,1127.5306519151234
short,1,2017-10-01,CF,GD,932.2268265346959,1187.7756432977258
short,1,2017-11-01,ZS,CT,962.4772376409386,1202.9435202387028
short,1,2017-12-01,HE,ZW,1021.8970366320082,1382.8018597243201
short,1,2018-01-01,CO,SU,1030.2767932637953,1544.5787817663193
short,1,2018-02-01,NG,LE,1188.515688535102,1512.8867968828079
short,1,2018-03-01,SU,SV,1295.3028724266142,1511.5710173079465
short,1,2018-04-01,ZW,GD,1155.7915836333036,1520.8277662298967
short,1,2018-05-01,CT,CP,1010.3132959022751,1510.8046746177329
short,1,2018-06-01,CP,GD,1070.7495726336845,1602.601858895984
short,1,2018-07-01,HO,CT,1031.5856167578572,1482.098362678154
short,1,2018-08-01,HE,SU,1046.4345428491738,1554.543437825169
short,1,2018-09-01,HO,ZS,979.8977431475558,1633.4093789020485
short,1,2018-10-01,CF,CC,916.3768955726556,1560.617675394665
short,1,2018-11-01,ZS,CF,850.4858304115064,1446.7892006123996
short,1,2018-12-01,HE,CO,959.3289405400731,1644.4587721931646
short,1,2019-01-01,NG,CO,1059.6503868093432,1524.5883700321638
short,1,2019-02-01,NG,CF,1205.0987065191887,1633.772928460558
short,1,2019-03-01,SU,CF,1182.557276407928,1883.8113599816643
short,1,2019-04-01,SU,GD,1040.7147728481903,1911.6348160019697
short,1,2019-05-01,ZW,CT,862.4519713968332,2106.4235424304666
short,1,2019-06-01,CP,HO,812.3785585080378,1876.7741475346218
short,1,2019-07-01,LE,HO,752.373852787358,1777.802215273501
short,1,2019-08-01,HE,SU,784.1073596893642,1902.5526726141472
short,1,2019-09-01,ZC,CT,731.9962706284462,1891.5292004535554
short,1,2019-10-01,CF,CC,758.9871183268966,1893.7044947492252
short,1,2019-11-01,GD,CT,797.1719581694532,2127.8099766041773
short,1,2019-12-01,CF,CO,649.3931158212823,2025.5964313191325
short,1,2020-01-01,NG,ZS,762.219213074531,2314.615214864185
short,1,2020-02-01,NG,SU,843.5975914204564,2306.006147286714
short,1,2020-03-01,CP,CF,1021.7360050269793,1917.3046674243644
short,1,2020-04-01,LE,GD,1030.2858090622312,1891.5631647635319
short,1,2020-05-01,CP,CT,918.8272060978959,1706.5366093086736
short,1,2020-06-01,CT,GD,887.3479421988751,1686.144798351937
short,1,2020-07-01,CT,HE,875.2290312298753,1616.4038255216874
short,1,2020-08-01,SU,CC,936.577665547967,1534.9624109777865
short,1,2020-09-01,ZC,LE,965.2119735923536,1369.003771795949
short,1,2020-10-01,CF,HE,878.3622311521192,1517.213231670681
short,1,2020-11-01,GD,CC,991.1405175762037,1383.8763059974008
short,1,2020-12-01,HO,CC,884.9674287604722,1527.9769438985102
short,1,2021-01-01,CO,SU,1197.0780977160762,1513.0259796548492
short,1,2021-02-01,NG,GD,1095.6507802967726,1661.2892185880023
short,1,2021-03-01,CP,LE,1096.9971874516714,1502.2632233048184
short,1,2021-04-01,LE,CT,1080.4564356139824,1196.282606541932
short,1,2021-05-01,NG,CC,1218.709705712916,991.7106793356596
short,1,2021-06-01,CT,CP,1093.3132694501414,1080.3381947111636
short,1,2021-07-01,CP,HO,1099.179293152953,994.3720177454298
short,1,2021-08-01,SU,ZS,1035.802160734876,1117.0641657583637
short,1,2021-09-01,ZC,HO,1043.1208327974643,890.9386583940584
short,1,2021-10-01,CF,ZC,1069.2430363767755,794.6685173157108
short,1,2021-11-01,GD,LE,1099.6235136057664,769.6048948420585
short,1,2021-12-01,CO,GD,1125.9166325632461,819.7383558902978
short,1,2022-01-01,CO,CP,1014.3924559619617,856.0177955077272
short,1,2022-02-01,NG,ZS,941.0110755237529,777.1632889564017
short,1,2022-03-01,CP,HE,939.1434729916193,735.9859956534555
short,1,2022-04-01,GD,ZS,947.0423980724449,701.136057609915
short,1,2022-05-01,CT,ZS,976.3040676444728,684.3682283915642
short,1,2022-06-01,SV,ZS,959.557962582783,731.2783410517221
short,1,2022-07-01,HE,CO,969.2316890474948,593.2076415496892
short,1,2022-08-01,SU,HO,926.9242985896564,595.8039135166359
short,1,2022-09-01,ZC,CF,918.886678413329,614.9479335037327
short,1,2022-10-01,HO,CC,836.9626458770355,629.3712662632514
short,1,2022-11-01,SV,CT,818.174160325976,551.3049188325089
short,1,2022-12-01,CO,NG,734.0773672078241,773.1716794790599
short,1,2023-01-01,CO,CP,818.4491646452542,629.2317802053878
short,1,2023-02-01,LE,NG,770.3361363646303,743.8001014082147
short,1,2023-03-01,CP,CC,867.8149326009816,701.6750840640531
short,1,2023-04-01,GD,CF,881.0760387136347,690.5067948949676
short,1,2023-05-01,CT,LE,888.2284794295217,648.6674298269121
short,1,2023-06-01,CC,SV,799.332553587521,621.3260650626418
short,1,2023-07-01,ZC,HE,717.5379303191895,558.1885492848636
short,1,2023-08-01,ZS,HO,701.2866409343785,508.6236728098996
short,1,2023-09-01,GD,ZC,743.0703927488687,538.58310636127
short,1,2023-10-01,NG,HO,909.1632746610135,559.3775785158246
short,1,2023-11-01,SV,GD,777.1136783251005,557.7291329805204
short,1,2023-12-01,CO,ZW,763.8181157153609,553.845721678649
short,1,2024-01-01,CO,HE,798.7296037186762,482.450954565307
short,1,2024-02-01,NG,LE,914.0869548173777,476.18565742929957
short,1,2024-03-01,CP,CC,844.7035835042565,267.7949091864528
short,1,2024-04-01,GD,CF,822.9175047137769,232.40041050055976
short,1,2024-05-01,CT,SU,871.2839588815413,260.3547654412116
short,1,2024-06-01,CT,CT,948.240743155355,283.35078793706793
short,1,2024-07-01,ZC,ZC,1026.008724075905,306.58921006686097
short,1,2024-08-01,ZS,ZS,1078.040736341117,322.13727819166996
short,1,2024-09-01,NG,NG,924.3209250220933,276.2031312219413
short,1,2024-10-01,HO,HO,820.8687728148522,245.28983303970455
short,1,2024-11-01,SV,GD,889.1091911055446,259.01574912482613
short,1,2024-12-01,CO,NG,908.2399429355664,157.27268096582043
long,2,2016-01-01,SV,CC,1010.6163445032679,889.897172186115
long,2,2016-02-01,ZS,CT,1097.2335931774464,755.3411302600676
long,2,2016-03-01,CP,HO,1143.5210494748655,788.7495837031747
long,2,2016-04-01,HO,ZS,1314.1672088381179,889.4409878850602
long,2,2016-05-01,HE,GD,1296.7988934619145,781.4718304680883
long,2,2016-06-01,CO,CC,1108.5224279559013,771.8533067353784
long,2,2016-07-01,SV,ZW,1189.391459510927,635.2478398554305
long,2,2016-08-01,CF,LE,1157.7316943164917,612.3205734724897
long,2,2016-09-01,HE,NG,796.083937624201,557.6831949109727
long,2,2016-10-01,ZW,CT,723.1162351273938,588.2938122091749
long,2,2016-11-01,SV,ZW,649.7895062589158,576.0148292607861
long,2,2016-12-01,CT,SU,687.5055869370758,554.5548490626827
long,2,2017-01-01,HE,CF,715.9238510660878,560.1109003812788
long,2,2017-02-01,ZS,CP,672.9631354471139,559.884576912433
long,2,2017-03-01,HE,CO,627.993930447724,490.9954686080409
long,2,2017-04-01,HO,ZS,570.5579885528635,475.08949442034105
long,2,2017-05-01,HE,SV,689.0210402791413,466.53623242504443
long,2,2017-06-01,SU,CC,633.1746749281044,366.7322585191399
long,2,2017-07-01,SV,CC,616.8212278140425,369.3268114749776
long,2,2017-08-01,CF,NG,565.0417089263528,422.531354333651
long,2,2017-09-01,SU,CC,575.8913222117855,435.83182562814284
long,2,2017-10-01,ZW,CP,540.0843706563055,491.9939980536084
long,2,2017-11-01,HE,CC,448.232259003699,488.20401173168835
long,2,2017-12-01,CT,ZW,490.8683958641022,483.40383814629956
long,2,2018-01-01,CF,HE,504.4459567706913,473.9033033412824
long,2,2018-02-01,CO,ZS,570.1048220148999,493.18425843176226
long,2,2018-03-01,ZW,NG,512.9156178935269,460.4557487462527
long,2,2018-04-01,ZS,CO,488.72921253488647,482.4295336690939
long,2,2018-05-01,HE,ZC,489.30171724808173,488.71704720408934
long,2,2018-06-01,SU,NG,433.5569476421533,467.4171387740409
long,2,2018-07-01,SV,CC,413.5120203129882,431.13259477003635
long,2,2018-08-01,CO,SV,421.78311622120765,372.0153352260322
long,2,2018-09-01,SU,CP,421.34290984960654,397.8031721741517
long,2,2018-10-01,LE,HE,416.8984072562035,435.14772362169293
long,2,2018-11-01,SV,CF,385.5076251087531,405.06892219886913
long,2,2018-12-01,CT,NG,387.0316166562557,270.4397684534562
long,2,2019-01-01,CF,CT,397.8654521752648,271.8409858869106
long,2,2019-02-01,CO,LE,413.8224410015966,281.69542151424787
long,2,2019-03-01,HE,NG,496.67926780025107,225.70441646349565
long,2,2019-04-01,HO,NG,479.6466340051868,228.5571062009291
long,2,2019-05-01,HE,ZS,531.19052682759,226.22102620567523
long,2,2019-06-01,HE,ZS,443.58443368095715,237.31782893274988
long,2,2019-07-01,SV,CP,460.07809307992915,240.55649772176673
long,2,2019-08-01,ZS,CC,470.9357548603745,231.75306522124424
long,2,2019-09-01,SU,GD,464.40555979640186,235.15135866051952
long,2,2019-10-01,CT,SV,523.4115595333469,234.38271294767574
long,2,2019-11-01,SV,HE,503.1354275855738,240.9679858667216
long,2,2019-12-01,CT,NG,540.0506698668651,259.349695198121
long,2,2020-01-01,CF,ZW,367.0833568377491,278.2836997632789
long,2,2020-02-01,CT,SU,333.81534688372017,305.4619613448038
long,2,2020-03-01,HE,HO,252.6376913043147,216.55136325160618
long,2,2020-04-01,CC,GD,317.56900968586314,220.17346217648142
long,2,2020-05-01,HE,NG,279.388255593849,211.93298192036028
long,2,2020-06-01,SU,CC,348.315050515701,182.92649637037593
long,2,2020-07-01,CO,CF,305.57095084434746,229.55481656181485
long,2,2020-08-01,GD,SV,272.4182281074732,257.67904139632327
long,2,2020-09-01,SU,ZW,362.2453461603805,259.57734718970744
long,2,2020-10-01,CT,ZS,428.91791391493877,254.5697676164452
long,2,2020-11-01,ZW,CT,414.1757972507977,272.825307985392
long,2,2020-12-01,ZC,CC,447.2685809658825,271.5633807533957
long,2,2021-01-01,SU,CP,417.57952565085577,263.3050045958785
long,2,2021-02-01,CP,GD,496.72440021602915,222.51748499648522
long,2,2021-03-01,ZC,ZS,550.1776378703198,238.76625857840077
long,2,2021-04-01,CC,ZS,587.254308699553,260.4384160919862
long,2,2021-05-01,HE,HO,534.137025481784,271.2540469669095
long,2,2021-06-01,LE,ZS,608.4154886025675,253.89614796008007
long,2,2021-07-01,CO,CF,659.3555589738774,290.0782623739316
long,2,2021-08-01,CO,ZS,699.3879221435668,295.2204815933971
long,2,2021-09-01,SU,CO,731.3938456724777,295.1669917051661
long,2,2021-10-01,LE,CP,757.5340292666549,294.17994412985087
long,2,2021-11-01,CF,SV,868.7235048041255,274.0762386827765
long,2,2021-12-01,ZC,CP,945.564540560784,262.0368918581764
long,2,2022-01-01,SV,GD,978.297082835911,252.7113132134496
long,2,2022-02-01,CP,ZS,1030.312779376937,295.0508099984036
long,2,2022-03-01,ZC,HE,1143.925950040799,354.91101070408354
long,2,2022-04-01,CC,HO,1007.0253059453635,541.0108531546606
long,2,2022-05-01,HE,CO,938.1306905427714,696.0317278397175
long,2,2022-06-01,SU,NG,978.9769121634555,488.1626401981904
long,2,2022-07-01,CF,SV,968.0135054846768,509.5937999072383
long,2,2022-08-01,CO,NG,947.4050782728835,666.0545611995835
long,2,2022-09-01,SU,HO,965.1030818794677,578.4651590149095
long,2,2022-10-01,LE,CP,1013.8915007082833,626.4375911964961
long,2,2022-11-01,ZC,CF,969.3101075393943,584.4352418258316
long,2,2022-12-01,ZC,CP,967.313514672185,551.4448694270261
long,2,2023-01-01,NG,ZC,470.1567292986431,568.9815846045811
long,2,2023-02-01,CP,CO,472.11152796632723,530.5523949986813
long,2,2023-03-01,NG,HE,287.549763632616,441.05445355730524
long,2,2023-04-01,CT,HO,264.69350030903547,406.62881536353075
long,2,2023-05-01,HO,HE,220.41194585244762,393.62150759037223
long,2,2023-06-01,LE,SV,235.12356789900295,347.3517844220937
long,2,2023-07-01,CO,CP,253.7300860388249,378.93420222137235
long,2,2023-08-01,NG,SV,324.2404122196263,360.5689557689394
long,2,2023-09-01,SU,ZW,323.1526285124306,335.6386750780543
long,2,2023-10-01,LE,SU,303.0041875782668,352.9213435320267
long,2,2023-11-01,HE,CF,280.8729485096087,445.905047696606
long,2,2023-12-01,ZC,ZW,270.80624441525543,421.8085648652937
long,2,2024-01-01,GD,CT,253.62515926684767,376.7169257722239
long,2,2024-02-01,CP,CO,250.55657282671064,362.96601976312104
long,2,2024-03-01,ZC,CC,241.11593247364394,546.7673632378245
long,2,2024-04-01,CT,NG,256.0979644459149,724.6552417023073
long,2,2024-05-01,CO,HO,268.3806183875055,622.279078420453
long,2,2024-06-01,LE,HO,268.6641553611466,654.2703575733043
long,2,2024-07-01,SV,CT,263.2333257482302,560.8822069246261
long,2,2024-08-01,NG,CO,222.44799777133565,582.4161128696351
long,2,2024-09-01,SU,HO,283.63019335020203,583.9866591967165
long,2,2024-10-01,LE,CC,277.08973544276245,618.1568094148167
long,2,2024-11-01,CF,HO,375.6798634328037,657.4362593231618
long,2,2024-12-01,CT,CF,304.53624085946615,612.1928490442417
short,2,2016-01-01,LE,CP,1014.7190259700958,1067.0887344966698
short,2,2016-02-01,HE,ZW,985.3974215824419,1159.76083355815
short,2,2016-03-01,SU,SV,913.4104662564058,1122.9056791995317
short,2,2016-04-01,CF,SU,884.6643766609618,1349.1613809136586
short,2,2016-05-01,CT,SU,810.7259779601344,1305.1440470131336
short,2,2016-06-01,ZC,ZW,813.057752163135,1549.6436975986312
short,2,2016-07-01,HE,NG,1043.4907264639794,1699.8758091320174
short,2,2016-08-01,HE,NG,915.2331515209491,1468.4292264395542
short,2,2016-09-01,CO,LE,856.9359691360586,1643.590506262266
short,2,2016-10-01,CC,NG,838.9217911926182,1733.063713512206
short,2,2016-11-01,SU,NG,1013.2610200448221,1804.1645244902186
short,2,2016-12-01,CO,SV,1023.6552934988243,1899.3116892060953
short,2,2017-01-01,LE,CP,1023.8948391902971,1594.968182930952
short,2,2017-02-01,HE,ZW,815.5658618632766,1520.5558789970034
short,2,2017-03-01,SU,GD,1018.7285436041517,1540.0076772306306
short,2,2017-04-01,CF,LE,1103.818570657188,1410.0365042799363
short,2,2017-05-01,CT,GD,1094.7071020260369,1423.471779562202
short,2,2017-06-01,ZC,CT,1155.8174567062656,1433.1477826625348
short,2,2017-07-01,NG,HO,1076.1227929194165,1148.8263249931567
short,2,2017-08-01,HE,CT,1135.621278161534,1205.555678670853
short,2,2017-09-01,CO,SV,1129.9364929013068,1287.5236093188364
short,2,2017-10-01,CC,HE,1036.6344920435206,1311.2354082913905
short,2,2017-11-01,SU,CT,1053.7132051705946,1207.3993992283476
short,2,2017-12-01,SV,CC,1088.7015940717226,1189.2801052751188
short,2,2018-01-01,LE,NG,1011.9478633147265,1159.4572164173612
short,2,2018-02-01,NG,ZW,1112.559473801943,994.451424281369
short,2,2018-03-01,SU,ZS,1388.3467150225579,929.1946486133817
short,2,2018-04-01,CF,LE,1459.4699410671608,844.2264845340846
short,2,2018-05-01,CT,GD,1366.4473938278772,829.1610713834589
short,2,2018-06-01,HO,ZC,1494.7912638891637,922.8732109978472
short,2,2018-07-01,HE,LE,1677.2297805070443,994.8604448087283
short,2,2018-08-01,LE,ZC,1700.406870355394,1085.5919362648222
short,2,2018-09-01,ZS,CO,1649.6136552132439,885.3884756825802
short,2,2018-10-01,NG,NG,1568.269859157911,841.7292471304524
short,2,2018-11-01,SU,SU,1474.2970846941407,791.2917333070203
short,2,2018-12-01,CO,CO,1788.5305349569635,959.9486031488944
short,2,2019-01-01,NG,NG,2009.1236451385473,1078.346384927989
short,2,2019-02-01,NG,NG,1957.699824690911,1050.7459477856196
short,2,2019-03-01,SU,SU,1936.4635011836533,1039.3478873732483
short,2,2019-04-01,CF,CF,2212.1505709525495,1187.3159608046765
short,2,2019-05-01,CT,CT,2499.1911848060586,1341.3777623395927
short,2,2019-06-01,CT,CT,2496.8345110151104,1340.1128771897552
short,2,2019-07-01,HE,HE,2229.5091989912057,1196.6327660884567
short,2,2019-08-01,ZC,ZC,2331.361120740055,1251.29921326387
short,2,2019-09-01,ZC,ZC,2572.4061251485555,1380.6740328464314
short,2,2019-10-01,HO,HO,2924.903024504282,1569.8678428134433
short,2,2019-11-01,SU,SU,2897.3364578022097,1555.0721842087655
short,2,2019-12-01,CO,CO,2511.7431652366163,1348.1147208905163
short,2,2020-01-01,ZS,ZS,2720.640161822773,1460.2349090312828
short,2,2020-02-01,NG,NG,3039.786261024183,1631.5285191435553
short,2,2020-03-01,SU,SU,4229.011521359996,2269.8151489640595
short,2,2020-04-01,CF,CF,4631.564438425941,2485.8752624919875
short,2,2020-05-01,CO,CO,2826.100181550653,1516.8379116902613
short,2,2020-06-01,HO,HO,2603.285559859019,1397.247789702671
short,2,2020-07-01,GD,GD,2372.7661886407664,1273.5223379563033
short,2,2020-08-01,LE,LE,2183.6946133352108,1172.0429440838936
short,2,2020-09-01,ZC,ZC,2016.9292289911705,1082.5358349651208
short,2,2020-10-01,CO,ZC,2496.461691642774,971.9744115613843
short,2,2020-11-01,GD,GD,2437.608202121655,949.0603464118482
short,2,2020-12-01,SV,SV,1672.530154985094,651.1842415416995
short,2,2021-01-01,ZS,HE,1520.2852898460849,646.3850371316292
short,2,2021-02-01,NG,LE,1590.1025383022802,635.7193993665195
short,2,2021-03-01,SU,ZW,1833.4413995598766,737.8639181950036
short,2,2021-04-01,CF,CO,1624.082795083335,833.1362778088258
short,2,2021-05-01,NG,ZW,1808.8791787680343,850.5596104641662
short,2,2021-06-01,CT,GD,1638.3001087900918,970.7480873918917
short,2,2021-07-01,ZS,GD,1680.7349224697662,912.1206163627647
short,2,2021-08-01,HE,CP,1674.1154811755973,979.3227302629442
short,2,2021-09-01,ZC,ZW,1832.4781111326226,1014.4807134275366
short,2,2021-10-01,CO,HO,1755.545933496946,1137.355900033436
short,2,2021-11-01,SU,CT,1777.4697265293375,1256.7428315569693
short,2,2021-12-01,CO,CF,1766.9861579364294,1470.509790803792
short,2,2022-01-01,LE,NG,1595.9894893588746,1058.9828914427133
short,2,2022-02-01,NG,ZW,1416.206475177528,754.0309649192932
short,2,2022-03-01,SU,SU,1219.8797301433444,649.5006950806155
short,2,2022-04-01,CF,CF,1206.5948466474176,642.4274231412124
short,2,2022-05-01,NG,CF,1013.8097708135239,541.9404858461947
short,2,2022-06-01,HO,CT,1246.6227317802786,689.5229673801186
short,2,2022-07-01,ZS,ZC,1216.6310340250595,681.4899243555358
short,2,2022-08-01,ZC,HE,1048.0045860058708,802.7729075203408
short,2,2022-09-01,ZC,SV,1139.655164293396,631.1547458837572
short,2,2022-10-01,CO,HE,1000.8150626643458,562.0266999450165
short,2,2022-11-01,GD,HO,954.6178052320622,531.4788445447788
short,2,2022-12-01,NG,CO,1274.0472450356601,551.8001824710892
short,2,2023-01-01,CC,CO,1276.9040666428953,537.537243816408
short,2,2023-02-01,NG,CC,1161.624389980496,528.4053846161748
short,2,2023-03-01,SU,GD,1087.5771604543463,496.18154054471063
short,2,2023-04-01,CF,CP,1076.106518570882,494.17462692802883
short,2,2023-05-01,CT,SU,1006.4466282214645,471.5154010950665
