,sharpe,sortino,treynor,information,calmar,cum_ret,mdd,excess_ret_ann
sharpe,1.0,0.9991202485895061,-0.2571361105364139,1.0,0.8698243874842749,0.8795281572154695,0.6912386721506918,0.10486811900047263
sortino,0.9991202485895061,1.0,-0.29743696589694174,1.0000000000000002,0.889749357347718,0.8987100760707801,0.720935488146747,0.06306989572178151
treynor,-0.2571361105364139,-0.29743696589694174,1.0,1.0000000000000002,-0.7004355423905567,-0.6860050386359969,-0.8760707761282698,0.9340813564012355
information,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0000000000000002,1.0,-1.0000000000000002,1.0
calmar,0.8698243874842749,0.889749357347718,-0.7004355423905567,1.0000000000000002,1.0,0.9997995374874925,0.9577723366687606,-0.3994242901165204
cum_ret,0.8795281572154695,0.8987100760707801,-0.6860050386359969,1.0,0.9997995374874925,1.0,0.951823429280014,-0.3809886282588232
mdd,0.6912386721506918,0.720935488146747,-0.8760707761282698,-1.0000000000000002,0.9577723366687606,0.951823429280014,1.0,-0.6461531647521419
excess_ret_ann,0.10486811900047263,0.06306989572178151,0.9340813564012355,1.0,-0.3994242901165204,-0.3809886282588232,-0.6461531647521419,1.0
